Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2022;Importe 2023;Importe 2024;Importe 2025;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/002;MADRID ARENA. INSTALACIONES;2016;2022;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144658;-3.7401438;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;933238,5;713960,33;0;0;0;0;1647198,83;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/005;PABELLÓN DE HEXÁGONOS. REHABILITACIÓN EDIFICIOS E INSTALACIONES;2016;2024;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144659;-3.7401438;00;INVERSIONES DE CARÁCTER GENERAL;1599387,32;150000;0;100000;0;0;1849387,32;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/006;PABELLÓN CONVENCIONES. OBRA CIVIL, REHABILITACIÓN EDIFICIOS;2016;2022;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4148623;-3.7401438;14;SECTORES PRODUCTIVOS;1973017,75;126039,67;0;0;0;0;2099057,42;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/007;PABELLÓN DE  AUTORIDADES. REHABILITACIÓN EDIFICIOS;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144661;-3.7401438;00;INVERSIONES DE CARÁCTER GENERAL;0;20000;0;0;0;500000;520000;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/00;TEATRO AUDITORIO. REHABILITACIÓN EDIFICIOS;2016;2024;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144662;-3.7401438;10;CULTURA;361739,56;100000;400000;500000;0;0;1361739,56;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/01;DAOIZ Y VELARDE, PUESTA EN USO;2022;2024;;203;RETIRO;C/ del Alberche, 14;Calle;Alberche;14;;;40.40158651386616;-3.676751218093895;10;CULTURA;0;1025000;515000;0;0;0;1540000;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/02;MATADERO.EVACUATORIOS, FACHADSA Y NAVE 11.;2022;2024;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;;;40.39175327942032;-3.696349075765458;10;CULTURA;0;1318653;15000;0;0;0;1333653;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/03;PABELLÓN XII.REHABILITACIÓN DE EDIFICIOS.;2022;2024;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144660;-3.7401438;00;INVERSIONES DE CARÁCTER GENERAL;0;100000;900000;100000;0;0;1100000;EN PROCESO;;;;;30/03/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/04;PABELLÓN DE RISTAL. REHABILITACIÓN DE EDIFICIOS.;2022;2024;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4148623;-3.7401438;00;INVERSIONES DE CARÁCTER GENERAL;0;100000;400000;500000;0;0;1000000;EN PROCESO;;;;;30/03/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/001;MERCAMADRID. MEJORA ACCESOS, CONDICIONES DE MOVILIDAD E INSTALACIONES DE SEGURIDAD;2020;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.3616249;-3.664242;14;SECTORES PRODUCTIVOS;5496398,4;1080245;890000;737000;610000;0;8813643,4;EN PROCESO;;;;;30/03/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/002;MERCADOS CENTRALES Y EDIFICACIONES;2020;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.3585575;-3.6675801;14;SECTORES PRODUCTIVOS;11976962,38;3358818,21;1208818,21;848000;223000;0;17615598,8;EN PROCESO;;;;;30/03/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/003;AMPLIACIÓN MERCAMADRID. REFORESTACIÓN Y ADECUACIÓN DEL ENTORNO, NUEVOS CENTROS DE FORMACIÓN ALIMENTARIA, APARCAMIENTO Y MEJORA DEL CENTRO ADMINISTRATIVO;2020;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.36557798757299;-3.668069465062168;14;SECTORES PRODUCTIVOS;5956237,03;3522889,2;5881676,2;6301376,2;6364350;0;28026528,63;EN PROCESO;;;;;30/03/2022
