Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2023;Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;2021;2023;;201;CENTRO;PUERTA DEL SOL;;PUERTA DEL SOL;;;;40.41691713;-3.70355008;06;URBANISMO;5583613,10;7593860,90;;;;;13177474,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;2021;2023;;220;SAN BLAS-CANILLEJAS;CALLE ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;CALLE;ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;;;;40.4219366;-3.6212382;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;2953253,52;330000,00;;;;;3283253,52;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2023;2024;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;;;40.37410474;-3.65135769;07;INFRAESTRUCTURAS;;2405656,00;1772505,03;;;;4178161,03;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000347;"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)";2021;2023;;211;CARABANCHEL;AVENIDA POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;AVENIDA DE;LOS POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;;;;40.376885;-3.753343;09;MEDIO AMBIENTE;213634,00;2382713,42;;;;;2596347,42;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000349;PARQUE DE PRADOLONGO, DISTRITO DE USERA. REHABILITACIÓN Y AMPLIACIÓN;2021;2023;;212;USERA;AVENIDA DE LOS POBLADOS C/V CALLE DOCTOR TOLOSA LATOUR Y EDUARDO BARREIROS;AVENIDA DE;LOS POBLADOS C/V CALLE DOCTOR TOLOSA LATOUR Y EDUARDO BARREIROS;;;;40.371319;-3.703703;09;MEDIO AMBIENTE;187721,08;1023889,00;;;;;1211610,08;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;2021;2023;;208;FUENCARRAL-EL PARDO;CALLE PEÑAVIEJA C/V MARBELLA, 59;CALLE;PEÑAVIEJA C/V MARBELLA, 59;;;;40.49453394197189;-3.706395285041539;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;3281730,00;2314386,21;;;;;5596116,21;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;2021;2025;;216;HORTALEZA;AVENIDA MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;AVENIDA;MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;;;;40.4923517;-3.6105398;10;CULTURA;190086,36;300000,00;3000000,00;1800000,00;;;5290086,36;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVENIDA ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;AVENIDA;ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;;;;40.36130898199516;-3.5938878779498156;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;149987,68;;2800000,00;1550000,00;;;4499987,68;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;2021;2023;;212;USERA;PASEO SANTA MARÍA DE LA CABEZA, 95;PASEO DE;SANTA MARÍA DE LA CABEZA;95;;;40.3922859;-3.7089303;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;6771261,52;3099553,00;;;;;9870814,52;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2021/000402;PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN;2021;2023;;207;CHAMBERÍ;CALLE DE SANTA ENGRACIA 116, 118 Y 120;CALLE;SANTA ENGRACIA;116, 118, 120;;;40.44038738649969;-3.7007173334334205;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1554074,13;359089,23;;;;;1913163,36;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;2021;2024;;202;ARGANZUELA;PLAZA DE LEGAZPI;PLAZA;LEGAZPI;;;;40.391065;-3.6976967;00;INVERSIONES DE CARÁCTER GENERAL;8160763,46;4630994,24;1180000,00;;;;13971757,70;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;2021;2023;;202;ARGANZUELA;C/PLOMO, 14;CALLE;PLOMO;14;;;40.39281490540317;-3.689732618094451;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;6215082,20;2500215,00;;;;;8715297,20;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;2022;2025;;203;RETIRO;CALLE TÉLLEZ, 2;CALLE;TÉLLEZ;2;;;40.4042354;-3.6858061;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;140110,80;4852630,59;4000000,00;1800000,00;;;10792741,39;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000437;BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DE BOSQUE METROPOLITANO;2021;2023;;212;USERA;BORDE FORESTAL DE ORCASITAS;;BORDE FORESTAL DE ORCASITAS;;;;40.36457818;-3.71745381;06;URBANISMO;2220249,51;1000000,00;;;;;3220249,51;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000439;CUÑA ARROYO DEL FRESNO. EJECUCIÓN DE BOSQUE METROPOLITANO;2022;2023;;208;FUENCARRAL-EL PARDO;C/ LILÍ ÁLVAREZ C.V. GABRIELA MISTRAL  ;CALLE;LILI ALVAREZ C/V GABRIELA MISTRAL;;;;40.48344430433375;-3.7371622180888417;06;URBANISMO;839564,81;2000000,00;;;;;2839564,81;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000440;CUÑA NORTE DE O´DONELL. EJECUCIÓN DE BOSQUE METROPOLITANO;2021;2023;;215;CIUDAD LINEAL;CUÑA NORTE DE O´DONELL;;CUÑA NORTE DE O´DONELL;;;;40.4156699;-3.62947201;06;URBANISMO;5422844,96;2500000,00;;;;;7922844,96;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000442;EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA;2021;2023;;203;RETIRO;C/DOCTOR ESQUERDO, 138;CALLE;DOCTOR ESQUERDO;138;;;40.405725834574056 ;-3.6713416587184358;00;INVERSIONES DE CARÁCTER GENERAL;2723710,86;3104749,12;;;;;5828459,98;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000469;RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA;2021;2023;;209;MONCLOA-ARAVACA;RECINTOS FERIALES CASA CAMPO;;RECINTOS FERIALES CASA CAMPO;;;;40.41502215338127;-3.734403231025084;08;MANTENIMIENTO URBANO;2992023,84;1725992,38;;;;;4718016,22;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000496;CARRIL BICI EJE PRADO-RECOLETOS-CASTELLANA TRAMO PLAZA CASTILLA-RAIMUNDO FERNANDEZ VILLAVERDE;2021;2023;;205 (50%) - 206 (50%);CHAMARTÍN - TETUÁN;"PASEO DE LA CASTELLANA, 112 AL 200, LADO PARES, DISTRITO DE CHAMARTÍN.
PASEO DE LA CASTELLANA, 71 AL 187, LADO IMPARES, DISTRITO DE TETUÁN.";PASEO;DE LA CASTELLANA;112 AL 200;;;40.44689407084407;-3.6904570167187587;07;INFRAESTRUCTURAS;2681623,63;1486516,00;;;;;4168139,63;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000502;ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD;2022;2023;;201;CENTRO;ENTORNO PLAZA DE LOS MOSTENSES;PLAZA;DE LOS MOSTENSES;;;;40.42319875;-3.70878751;06;URBANISMO;772737,51;2655806,00;;;;;3428543,51;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;131;DEPORTE;2021/001117;DEPORTIVO BÁSICO LOS POBLADOS. ACONDICIONAMIENTO CAMPO DE FÚTBOL Y VESTUARIOS;2022;2023;;211;CARABANCHEL;AV.DE LOS POBLADOS,106;AVENIDA;DE LOS POBLADOS;106;;;40.37376874611199;-3.735160474061030;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;335401,60;851867,34;;;;;1187268,94;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001152;AVENIDA DEL GENERAL PERÓN. REMODELACIÓN ESPACIOS ESTANCIALES E ITINERARIOS PEATONALES;2022;2023;;206;TETUÁN;AVENIDA DEL GENERAL PERÓN;AVENIDA;GENERAL PERON;;;;40.45255742;-3.69734223;06;URBANISMO;5801999,95;3898912,92;;;;;9700912,87;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001330;CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA;2021;2023;;218;VILLA DE VALLECAS;C/ CERRO ALMODOVAR, 9;CALLE;CERRO ALMODÓVAR;9;;;40.382947591900496 ;-3.6024611317314394;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1311170,16;1997000,00;;;;;3308170,16;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;2021;2023;;213;PUENTE DE VALLECAS;RONDA DEL SUR, 4 (PARQUE DE ENTREVÍAS);RONDA;DEL SUR (PARQUE DE ENTREVÍAS);4;;;40.37787388790656;-3.6738970028962754;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;192440,75;1184330,87;;;;;1376771,62;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001403;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH;2021;2023;;204;SALAMANCA;C/ PILAR DE ZARAGOZA, 93;CALLE;PILAR DE ZARAGOZA;93;;;40.43808012712384 ;-3.6744838452233513;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5500000,00;1600000,00;;;;;7100000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/001483;PARCELAS ÁMBITO VALDEGRULLA Y PARAJE VALDESENDERÍN. DESESCOMBRO Y RENATURALIZACIÓN;2021;2023;;208;FUENCARRAL-EL PARDO;M603 C.V. AV. MONTE DE VALDELATAS ;;M603 C/V AV. MONTE DE VALDELATAS;;;;40.51908561970688;-3.667892213325621;06;URBANISMO;2151889,44;2386185,85;;;;;4538075,29;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000250;EDIFICIO C/ COMANDANTE AZCÁRRAGA 4. OBRAS DE REFORMA Y ACONDICIONAMIENTO;2022;2023;;205;CHAMARTÍN;CALLE COMANDANTE AZCÁRRAGA, 4;CALLE;COMANDANTE AZCÁRRAGA;4;;;40.461339027950004 ;-3.6687121317285794;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;3299762,14;;;;;;3299762,14;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000282;CALLE AYERBE, TRAMO C/FUENTE DE TORREJONA - C/EMPEDRADA. REMODELACIÓN DE LA URBANIZACIÓN;2022;2023;;221;BARAJAS;CALLE AYERBE.TRAMO FUENTE TORREJONA-CALLE EMPEDRADA;CALLE;AYERBE;;;;40.47234488;-3.57624752;06;URBANISMO;2268836,92;4670993,00;;;;;6939829,92;EN PROCESO;;;Primera fase Ejecutada en código de proyecto 2020/000294;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;2023;2024;;218;VILLA DE VALLECAS;CARRETERA DE VALDECARROS;CARRETERA;VALDECARROS;;;;40.36126153;-3.62726055;07;INFRAESTRUCTURAS;;;2912224,00;;;;2912224,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000284;PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS;2022;2023;;203;RETIRO;CALLE PEDRO BOSCH, BARRIO DE PACÍFICO;CALLE;PEDRO BOSCH ;;;;40.39914304;-3.67687697;07;INFRAESTRUCTURAS;8346051,06;5120413,94;;;;;13466465,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;2023;2024;;212 (15%) - 217 (85%);VILLAVERDE - USERA;CALLE EDUARDO BARREIROS;CALLE;EDUARDO BARREIROS;;;;40.36455103;-3.69869538;07;INFRAESTRUCTURAS;;;273487,00;;;;273487,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000289;EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;2022;2023;;203;RETIRO;EJE PEDRO BOSCH-DOCTOR ESQUERDO;CALLE;PEDRO BOSCH - DOCTOR ESQUERDO;;;;40.4033514;-3.67287751;06;URBANISMO;5299999,99;3460104,55;;;;;8760104,54;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000297;LATERAL DE LA AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN;2022;2023;;208;FUENCARRAL-EL PARDO;LATERAL DE LA AVENIDA DE LA ILUSTRACIÓN;AVENIDA;ILUSTRACION;;;;40.48317782;-3.70454099;06;URBANISMO;3290786,69;5987090,63;;;;;9277877,32;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000306;BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION;2022;2024;;214;MORATALAZ;CALLE BRUJAS, 28;CALLE;BRUJAS;28;;;40.40000939236909 ;-3.62810027406011;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;133714,38;;1823852,00;;;;1957566,38;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;2022;2025;;204;SALAMANCA;C/FRANCISCO REMIRO, 21;CALLE;FRANCISCO REMIRO;21;;;40.43858779152413;-3.666769831729441;10;CULTURA;121325,37;1533194,03;4500000,00;4500000,00;;;10654519,40;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;2022;2025;;210;LATINA;CALLE SEPÚLVEDA, 153, 28011 MADRID;CALLE;SEPÚLVEDA;153;;;40.40286845108914 ;-3.7515003028953573;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;126501,54;74857,11;7250000,00;5566049,10;;;13017407,75;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;2022;2023;;209;MONCLOA-ARAVACA;RONDA DE LAS PROVINCIAS, 7;RONDA;DE LAS PRONVINCIAS;7;;;40.41176384535083;-3.743862787553562;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;749670,22;1753195,00;;;;;2502865,22;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2022/000425;PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL;2022;2023;;208;FUENCARRAL-EL PARDO;AVENIDA MONFORTE DE LEMOS, 20;AVENIDA;MONFORTE DE LEMOS;20;;;40.48022515029228 ;-3.6996125875510923;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1708903,51;900290,00;;;;;2609193,51;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000466;CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES;2022;2023;;221;BARAJAS;CALLE MISTRAL, 4;CALLE;MISTRAL;4;;;40.47899049638749 ;-3.596845384536784;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;360566,36;2511174,08;;;;;2871740,44;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000467;CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES;2022;2023;;206;TETUÁN;C/PASEO DE LA DIRECCIÓN C/V C/OFELIA NIETO;CALLE;PASEO DE LA DIRECCIÓN C/V OFELIA NIETO;;;;40.46343190472349 ;-3.7072100671845565;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;107319,37;2976218,89;;;;;3083538,26;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000484;CARRIL BICI EN LA GRAN VÍA DE VILLAVERDE. OBRAS DE ADAPTACIÓN;2022;2023;;217;VILLAVERDE;GRAN VÍA DE VILLAVERDE;AVENIDA;GRAN VIA DE VILLAVERDE;;;;40.34588826224913;-3.6934544845763124;07;INFRAESTRUCTURAS;276480,80;915079,00;;;;;1191559,80;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000485;GRAN VÍA DE VILLAVERDE. MEJORA ACCESIBILIDAD Y MOVILIDAD PEATONAL;2022;2023;;217;VILLAVERDE;GRAN VÍA DE VILLAVERDE;AVENIDA;GRAN VIA DE VILLAVERDE;;;;40.345904616213154;-3.6934598489939954;08;MANTENIMIENTO URBANO;283041,80;924922,00;;;;;1207963,80;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2022;2025;;213;PUENTE DE VALLECAS;C/ JAVIER DE MIGUEL, 8 C/V C/ MARTÍNEZ DE LA RIVA;CALLE;JAVIER DE MIGUEL 8 C/V MARTÍNEZ DE LA RIVA;;;;40.38901771292814;-3.664102470612631;05;EDUCACIÓN;81548,72;28627,10;2350000,00;489000,00;;;2949175,82;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVDA. DE CARTAGENA DE INDIAS, 50;AVENIDA;DE CARTAGENA DE INDIAS;50;;;40.364956;-3.640114;14;SECTORES PRODUCTIVOS;80343,82;150000,00;3800000,00;2750000,00;;;6780343,82;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2022/000494;DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN;2023;2023;;212;USERA;CALLE GAINZA;CALLE;GAINZA;;;;40.371720738015945;-3.7191775029696186;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;996306,89;;;;;996306,89;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2022/000541;MUSEO ARTE CONTEMPORÁNEO EN CONDE DUQUE. ACONDICIONAMIENTO NUEVAS SALAS;2023;2023;;201;CENTRO;CALLE DEL CONDE DUQUE, 9;CALLE;DEL CONDE DUQUE;9;;;40.42741912138544 ;-3.7107288317298197;10;CULTURA;;;;;;;0,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;2022;2024;;203;RETIRO;C/ ADELFAS, 6;CALLE;ADELFAS;6;;;40.40279966157042 ;-3.6724092452246317;05;EDUCACIÓN;63585,28;21318,68;2850000,00;;;;2934903,96;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;216;DISTRITO DE HORTALEZA;2022/002015;INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672);2023;2023;;216;HORTALEZA;AVDA. DE LAS PICEAS 13. PARQUE JUAN PABLO II;AVENIDA;DE LAS PICEAS (PARQUE JUAN PABLO II);13;;;40.457908247312226;-3.6199757317287196;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;609127,72;;;;;609127,72;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/002042;ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325);2022;2023;;215;CIUDAD LINEAL;BARRIO DE LA CONCEPCIÓN;BARRIO;DE LA CONCEPCIÓN;;;;40.43748387563466;-3.6506546039000676;08;MANTENIMIENTO URBANO;43546,51;1147735,96;;;;;1191282,47;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2023/000384;ESCUADRÓN DE LA POLICÍA MUNICIPAL. OBRAS REFORMA DE LA CANTINA;2023;2024;;209;MONCLOA-ARAVACA;CARRETERA DEL PARDO, 3;CARRETERA;DEL PARDO;3;;;40.47745229980593;-3.7513272182341164;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;;197580,00;1100000,00;;;;1297580,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2023/000385;PARQUE DE BOMBEROS 9. OBRAS DE REHABILITACIÓN;2023;2023;;208;FUENCARRAL-EL PARDO;AVENIDA MONFORTE DE LEMOS, 20;AVENIDA;MONFORTE DE LEMOS;20;;;40.480208828940015 ;-3.69961258755109232;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;;;;;;;0,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2023/000387;UNIDAD INTEGRAL POLICÍA MUNICIPAL USERA. OBRAS DE REHABILITACIÓN;2023;2024;;212;USERA;C/DOCTOR TOLOSA LATOUR, 16;CALLE;DOCTOR TOLOSA LATOUR;16;;;40.3759435930581 ;-3.702718487554872;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;;400000,00;1200000,00;;;;1600000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2023/001016;ÁMBITO DE LA CUÑA VERDE DE O´DONNELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO;2023;2023;;214;MORATALAZ;C/ ARROYO DE LA MEDIA LEGUA C.V. M23  ;CALLE;ARROYO DE VLA MEDIA LEGUA C/V M-23;;;;40.414187570960046;-3.649254368392708;06;URBANISMO;;1500000,00;;;;;1500000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2017/000244;PARQUE DE LA CASA DE CAMPO. ACTUACIONES DE REHABILITACIÓN;2017;2023;;209;MONCLOA-ARAVACA;Parque de la Casa de Campo;PARQUE;DE LA CASA DE CAMPO;;;;40.423433;-3.758581;09;MEDIO AMBIENTE;1852746,56;3098091,58;;;;;4950838,14;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/003807;"PARQUE ""Z"" Y PARQUE C/ FUENTE CARRANTONA. MEJORAS";2020;2023;;214;MORATALAZ;CALLES MARROQUINA Y FUENTE CARRANTONA;CALLES;DE LA MARROQUINA Y FUENTE CARRANTONA;;;;40.40015400198730;-3.637412306702370;09;MEDIO AMBIENTE;194145,27;1165540,85;;;;;1359686,12;EN PROCESO;;;;;25/04/2023;;
