Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ya ejecutado;Importe 2020;Gasto ejecutado año en curso;Importe 2021;Importe 2022;Importe 2023;Resto Anualidades;Gasto Ejecutado;Presupuesto Total (Previsto);Estado;Observaciones;Url_Fotografia;Fecha de los datos
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;12;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 11;2017;2020;2020;213;PUENTE DE VALLECAS;Montes Universales;calle;Montes Universales;4 y 6;40.38456668253675;-3.6647549261887318;15;Vivienda;6329863,70;1572601,62;;0,00;0,00;0,00;0,00;;7902465,32;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_12_NtraSraAngeles11.jpg;11/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;13;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 12;2017;2020;2020;213;PUENTE DE VALLECAS;Martínez de la Riva, 108 y Pico Teide, 4;calle;Martínez de la Riva, 108 y Pico Teide, 4;;40.384526;-3.665264;15;Vivienda;3545020,02;2412503,97;;0,00;0,00;0,00;0,00;;5957523,99;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_13_NtraSraAngeles12.jpg;12/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;14;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 4;2018;2021;;218;VILLA DE VALLECAS;Sitio del Baler;calle;Sitio del Baler;20 al 28;40.373504;-3.633394;15;Vivienda;344830,03;4500000,00;;2339285,97;0,00;0,00;0,00;;7184116,00;EN PROCESO;;;13/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;19;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN MENDEZ ALVARO NORTE 3;2017;2020;2020;202;ARGANZUELA;Alamedilla, 25 al 33 y Garganta de los Montes, 2 y 4;calle;Alamedilla, 25 al 33 y Garganta de los Montes, 2 y 4;;40.399545;-3.682813;15;Vivienda;3606448,18;2892538,85;;0,00;0,00;0,00;0,00;;6498987,03;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_19_MendezAlvaro3.jpg;14/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;21;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2021;;213;PUENTE DE VALLECAS;Plaza de la Peña gudina, 8 al 11 y Martínez de la Riva, 135;;Plaza de la Peña gudina, 8 al 11 y Martínez de la Riva, 135;;40.385593;-3.663730;15;Vivienda;311566,98;5000000,00;;3776522,68;0,00;0,00;0,00;;9088089,66;EN PROCESO;;;15/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL 29;2017;2021;;211;CARABANCHEL;Calle de la Corona, 11 y 13 y  Avenida del Euro, 41;;Calle de la Corona, 11 y 13 y  Avenida del Euro, 41;;40.363847;-3.751325;15;Vivienda;3804131,06;13500000,00;;2166818,88;0,00;0,00;0,00;;19470949,94;EN PROCESO;;;16/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 4;2019;2022;;213;PUENTE DE VALLECAS;Puerto de la Bonaigua;calle;Puerto de la Bonaigua;49 al 51;40.386301;-3.665212;15;Vivienda;534090,27;2288958,30;;2806812,43;2000000,00;0,00;0,00;;7629861,00;EN PROCESO;;;17/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;24;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1;2019;2022;;218;VILLA DE VALLECAS;El Sitio de Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;;El Sitio de Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;1 a 11;40.373944;-3.635620;15;Vivienda;901961,20;2705883,60;;2411767,20;3000000,00;0,00;0,00;;9019612,00;EN PROCESO;;;18/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2;2019;2022;;218;VILLA DE VALLECAS;El Sitio del baler;calle;El Sitio del baler;4 al 16;40.373540;-3.634911;15;Vivienda;726788,60;2180365,80;;2360731,60;2000000,00;0,00;0,00;;7267886,00;EN PROCESO;;;19/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3;2019;2022;;218;VILLA DE VALLECAS;El Sitio del baler;calle;El Sitio del baler;13 al 23;40.373781;-3.634091;15;Vivienda;726788,50;2180365,50;;2360731,00;2000000,00;0,00;0,00;;7267885,00;EN PROCESO;;;20/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2022;;219;VICÁLVARO;Enrique Urquijo, 90;calle;Enrique Urquijo;90;40.400705;-3.559247;15;Vivienda;863055,50;2589166,50;;2178333,00;3000000,00;0,00;0,00;;8630555,00;EN PROCESO;;;21/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5B;2019;2022;;219;VICÁLVARO;Francisco Grande Covian, 170;calle;Francisco Grande Covian;170;40.402459;-3.561951;15;Vivienda;760419,60;2281258,80;;2562517,60;2000000,00;0,00;0,00;;7604196,00;EN PROCESO;;;22/06/2022
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2009/000430;BIBLIOTECA MUNICIPAL EN BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;2009;2021;;212;USERA;Avenida De San Fermín, 8 Y 10;Avenida de;San Fermín; 8 y 10;40.3711334;-3.6954568;10;CULTURA;2235014,47;1785000,00;843886,02;4747,00;;;;3078900,49;4024761,47;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2015/000207;PLAZA DE ESPAÑA. OBRAS DE REMODELACIÓN;2017;2021;;201 (35%) - 209 (65%);MONCLOA-ARAVACA - CENTRO;PLAZA DE ESPAÑA;Plaza;ESPAÑA;;40.42178207;-3.71204071;06;URBANISMO;9822816,11;26200000,00;25064932,76;23434885,00;;;;34887748,87;59457701,11;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000215;COLECTOR DOBLADO DE VICÁLVARO. CONSTRUCCIÓN;2016;2022;;219;VICÁLVARO;Los Berrocales. Carretera M-203, Junto A La Ermita 40º23'11'' N 3º34'32''o;;Los Berrocales. Carretera M-203, Junto A La Ermita;;40.386389;-3.575556;09;MEDIO AMBIENTE;81479,40;10095340,00;551084,57;9000000,00;8500000,00;;;632563,97;27676819,40;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000216;DRENAJE VÍA DE SERVICIO DE LA N-III A LA ALTURA DEL ENSANCHE DE VALLECAS;2016;2021;;219;VICÁLVARO;Ámbito Uzpp 2.04 Los Berrocales;;Ámbito Uzpp 2.04 Los Berrocales;;40.37375603346773;-3.5974301000917963;09;MEDIO AMBIENTE;42765,03;4569851,00;;3000000,00;;;;42765,03;7612616,03;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;2016;2022;;219;VICÁLVARO;Inicio Del Cauce Del Arroyo En Ámbito Uzpp 2.04 Los Berrocales Hasta Las Inmediaciones De La A3;;Berrocales hasta las inmediaciones de la A3;;40.37320354825461;-3.5599462399323714;09;MEDIO AMBIENTE;101886,22;110000,00;7882,55;1000000,00;1500000,00;;;109768,77;2711886,22;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000341;INSTALACIÓN DEPORTIVA ENSANCHE DE VALLECAS (PAU VALLECAS). CONSTRUCCIÓN;2017;2020;;218;VILLA DE VALLECAS;Calle josé Gutierrez Maroto 34 C/V Avenida Cerro Milano;Calle;Calle josé Gutierrez Maroto 34 C/V Avenida Cerro Milano;;40.3632843;-3.6075912;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1722907,81;8036143,00;3577145,24;;;;;5300053,05;9759050,81;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;2017;2022;;219;VICÁLVARO;Calle Titanio,5 C/V Ribas De Jarama;Calle;Titanio,5 C/V Ribas De Jarama;;40.4021037;-3.6037268;10;CULTURA;10043,57;686122,00;99837,95;2000000,00;5200000,00;;;109881,52;7896165,57;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2018;2022;;201;CENTRO;Calle Costanilla De Los Desamparados, 15;Calle;Costanilla de los Desamparados;15;40.411993428490256;-3.6960142431122205;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;343794,51;5785164,00;899999,98;8450000,00;11601725,00;;;1243794,49;26180683,51;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;2019;2021;;213;PUENTE DE VALLECAS;Calles Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. Distrito Puente De Vallecas;Calle;Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. ;;40.4040032;-3.6596165;06;URBANISMO;41305,29;3565960,00;209770,11;1553431,00;;;;251075,40;5160696,29;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;2017;2021;;201;CENTRO;Plaza De La Cebada, 1;Plaza de la;de La Cebada;1;40.4113817;-3.7109359;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;552634,86;4999693,00;4198434,12;5033610,85;;;;4751068,98;10585938,71;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;2017;2021;;212;USERA;Calle Avena, 5 Y 7;Calle;Avena;5 y 7;40.37754434245922;-3.715659804601842;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;82742,80;3291007,00;1932981,85;1796949,00;;;;2015724,65;5170698,80;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;2017;2021;;218;VILLA DE VALLECAS;Avenida Ensanche De Vallecas, 91;Avenida;Ensanche de Vallecas;91;40.3624877;-3.5997148;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;95354,86;5454721,00;1089376,22;350000,00;;;;1184731,08;5900075,86;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000724;PASARELA PEATONAL ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES DESDE Bº DE BUTARQUE;2018;2021;;217;VILLAVERDE;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES;;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELE;;40.3403167;-3.6832757;07;INFRAESTRUCTURAS;43741,84;950000,00;;2865618,00;;;;43741,84;3859359,84;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2016/000833;PARQUE DE LA GAVIA, DISTRITO VILLA DE VALLECAS. OBRAS DE REHABILITACIÓN;2017;2021;;218;VILLA DE VALLECAS;Avenida Del Mayorazgo, 24;Avenida del;Mayorazgo;24;40.3687473;-3.6318531;09;MEDIO AMBIENTE;1108106,50;8698519,00;9397588,09;7938157,00;;;;10505694,59;17744782,50;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;2018;2021;;202;ARGANZUELA;Calle Bronce, 16 C/V Calle Cromo;Calle;Bronce, 16 C/V Calle cromo;;40.389342;-3.6906507;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;70916,37;442921,00;17393,28;2166084,00;;;;88309,65;2679921,37;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;2017;2021;;203;RETIRO;Calle hoyuelo, 7;Calle;Hoyuelo;7;40.4009974;-3.6784228;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;69185,26;3113433,00;;2096412,00;;;;69185,26;5279030,26;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;2018;2020;;207;CHAMBERÍ;Calle Cea Bermudez 3 Y 5;Calle;Cea Bermudez;3 y 5;40.4385953;-3.7083185;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;114528,42;2755347,00;750000,00;;;;;864528,42;2869875,42;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES,28(CENTRO SERVICIOS SOCIALES VISTA ALEGRE).CONSTRUCCIÓN;2018;2020;;211;CARABANCHEL;Calle Eduardo Morales, 28;Calle;Eduardo Morales;28;40.3878601;-3.7395651;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;351533,91;3307423,00;3818490,76;;;;;4170024,67;3658956,91;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2017/000242;PARQUE CUÑA VERDE O'DONNELL. AMPLIACIÓN;2018;2022;;214;MORATALAZ;Calle José Bergamín C/v Calle Fuente Carrantona;Calle;José Bergamín C/v Calle Fuente Carrantona. ;;40.41143;-3.63045;09;MEDIO AMBIENTE;19965,00;6387928,00;3880763,60;1500000,00;2500000,00;;;3900728,60;10407893,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;2019;2022;;217;VILLAVERDE;Calle Calcio, 1;Calle;Calcio;1;40.3512974;-3.6816647;10;CULTURA;44880,00;150000,00;149637,76;1800000,00;2700000,00;;;194517,76;4694880,00;EN PROCESO;;;10/06/2022
