Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2023;Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2006/000375;SISTEMAS DE COMPENSACIÓN. UZP 2-04 LOS BERROCALES;2008;2023;;219;VICÁLVARO;LOS BERROCALES;;LOS BERROCALES;;;;40.3772222;-3.579722222222222;06;URBANISMO;14137158,83;2628714,43;;;;;16765873,26;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;2010;2023;;219;VICÁLVARO;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;;DESARROLLO DEL ESTE LOS AHIJONES;;;;40.3879964;-3.56225647;06;URBANISMO;9654047,10;;;;;;9654047,10;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2010/000393;SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS;2010;2023;;218;VILLA DE VALLECAS;PAU Valdecarros;;PAU Valdecarros;;;;40.34915068793722;-3.6292232757681036;06;URBANISMO;10443642,22;;;;;;10443642,22;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;2016;2024;;219;VICÁLVARO;INICIO DEL CAUCE DEL ARROYO EN ÁMBITO UZPP 2.04 LOS BERROCALES HASTA LAS INMEDIACIONES DE LA A3;;BERROCALES HASTA LAS INMEDIACIONES DE LA A3;;;;40.37320354825461;-3.5599462399323714;09;MEDIO AMBIENTE;109768,77;438345,20;1350000,00;;;;1898113,97;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;2017;2023;;219;VICÁLVARO;CALLE TITANIO,5 C/V RIBAS DE JARAMA;CALLE;TITANIO,5 C/V RIBAS DE JARAMA;;;;40.4021037;-3.6037268;10;CULTURA;4325528,76;3412910,76;;;;;7738439,52;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2018;2023;;201;CENTRO;CALLE COSTANILLA DE LOS DESAMPARADOS, 15;CALLE;COSTANILLA DE LOS DESAMPARADOS;15;;;40.411993428490256;-3.6960142431122205;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;11864370,84;11811934,04;;;;;23676304,88;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;2018;2023;;202;ARGANZUELA;CALLE BRONCE, 16 C/V CALLE CROMO;CALLE;BRONCE, 16 C/V CALLE CROMO;;;;40.389342;-3.6906507;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;3267817,99;3447817,20;;;;;6715635,19;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2017/000249;PARQUE DEL RETIRO. ACTUACIONES DE REHABILITACIÓN;2017;2023;;203;RETIRO;PLAZA  INDEPENDENCIA, 7 ;PLAZA;DE LA INDEPENDENCIA;7;;;40.419683887311045;-3.6879969384116786;09;MEDIO AMBIENTE;78045,00;;;;;;78045,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;2019;2024;;217;VILLAVERDE;CALLE CALCIO, 1;CALLE;CALCIO;1;;;40.3512974;-3.6816647;10;CULTURA;1164263,52;2114282,00;1932010,00;;;;5210555,52;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;2018;2023;;215;CIUDAD LINEAL;CALLE PANAMÁ, 17 C/V CANAL DE MOZAMBIQUE;CALLE;PANAMÁ, 17 C/V CANAL DE MOZAMBIQUE;;;;40.440897645215856;-3.6518546975119777;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;6434764,49;;;;;;6434764,49;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005043;CASA DUQUESA DE SUECA. OBRAS RECONSTRUCCIÓN CUERPO ESTE;2018;2023;;201;CENTRO;PZA. DUQUE DE ALBA, 2;PLAZA;DUQUE DE ALBA;2;;;40.41218768941304;-3.705686218236463;00;INVERSIONES DE CARÁCTER GENERAL;2512440,36;200001,37;;;;;2712441,73;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2018/006051;"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO";2018;2023;;221;BARAJAS;PASEO ALAMEDA DE OSUNA, 25;PASEO;ALAMEDA DE OSUNA;25;;;40.4547855;-3.6019412;10;CULTURA;2714294,83;120997,56;;;;;2835292,39;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/008294;ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539);2019;2023;;220;SAN BLAS-CANILLEJAS;CALLE JOSEFA VALCARCEL, 21 (JUNTO INTERCAMBIADOR CANILLEJAS);CALLE;JOSEFA VALCARCEL;21;;;40.448555;-3.6491725;05;EDUCACIÓN;3587845,84;;;;;;3587845,84;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000092;BIBLIOTECA VILLA DE VALLECAS. CONSTRUCCION;2021;2025;;218;VILLA DE VALLECAS;AVDA. DE LA GAVIA, 55;AVENIDA;DE LA GAVIA;55;;;40.36707456785566;-3.6164204452259043;10;CULTURA;173071,99;350000,00;5292785,00;1663747,00;;;7479603,99;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000344;NUEVA PLANTA DE MATERIA ORGÁNICA EN EL PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;2022;2023;;218;VILLA DE VALLECAS;PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;;CASCO HISTÓRICO DE VALLECAS;;;;40.336444;-3.577083;09;MEDIO AMBIENTE;452754,41;17410744,13;;;;;17863498,54;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2019/000527;MUSEO DE SAN ISIDRO. OBRAS DE ADECUACIÓN PARA SOSTENIBILIDAD;2021;2024;;201;CENTRO;PLAZA SAN ANDRÉS, 2;PLAZA;SAN ANDRÉS;2;;;40.4120708;-3.7132821;10;CULTURA;108462,67;16361,92;1500000,00;;;;1624824,59;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000544;ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE REJAS. OBRAS ADECUACIÓN Y MEJORA;2020;2026;;221;BARAJAS;CAMINO DE LA MUÑOZA;CAMINO;DE LA MUÑOZA;;;;40.451781227823204;-3.535458209657427;09;MEDIO AMBIENTE;58320,20;5867368,00;15221668,00;15221668,00;14771668,00;;51140692,20;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000545;ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE VALDEBEBAS. OBRAS DE ADECUACIÓN Y MEJORA;2020;2026;;221;BARAJAS;CARRETERA ANTIGUA DE PARACUELLOS DE JARAMA, 44;CARRETERA;ANTIGUA DE PARACUELLOS DE JARAMA;44;;;40.4944431;-3.5501484;09;MEDIO AMBIENTE;114179,55;15269310,00;18380942,00;18380900,00;11418298,00;;63563629,55;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000666;COLECTOR VICÁLVARO A, SECTOR LOS AHIJONES. CONSTRUCCIÓN;2019;2023;;219;VICÁLVARO;ÁMBITO UZPP 2.03 LOS AHIJONES Y ÁMBITO UZPP 2.04 LOS BERROCALES;;ÁMBITO UZPP 2.03 LOS AHIJONES Y ÁMBITO UZPP 2.04 LOS BERROCALES;;;;40.38058555358565;-3.5665939694949285;09;MEDIO AMBIENTE;10735741,86;5939992,05;;;;;16675733,91;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000822;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2023;;218;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 64;CALLE;REAL DE ARGANDA;64;;;40.37928922449757;-3.6150449923781593;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;3320084,40;2357063,62;;;;;5677148,02;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/003801;CENTRO DEPORTIVO SAN BLAS. REFORMA PABELLÓN DE GIMNASIA Y EDIFICIO DE OFICINAS;2020;2023;;220;SAN BLAS-CANILLEJAS;C/ARCOS DE JALÓN, 59;CALLE;ARCOS DE JALON;59;;;40.42874025038333 ;-3.6132943894005063;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;6199001,81;;;;;;6199001,81;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/004321;DEPURADORA DE BUTARQUE CONSOLIDACIÓN DE LOS TERRENOS;2020;2024;;217;VILLAVERDE;AVENIDA DE LOS ROSALES, 399  ;AVENIDA;DE LOS ROSALES;399;;;40.334267204235616;-3.6637888028978547;09;MEDIO AMBIENTE;60441,94;200000,00;2799947,56;;;;3060389,50;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2020/000043;CASA DE VARGAS. REHABILITACIÓN CASA-PALACIO Y JARDÍN DE FELIPE II;2020;2023;;209;MONCLOA-ARAVACA;PASEO DEL EMBARCADERO, 2;PASEO DEL;DEL EMBARCADERO;2;;;40.4191125;-3.7256439;10;CULTURA;642131,32;;;;;;642131,32;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;2020;2023;;208;FUENCARRAL-EL PARDO;AVENIDA MONTESCORIAL C/V AVENIDA METRO SILOS, 57;AVENIDA;MONTESCORIAL C/V AVENIDA MONASTERIO SILOS, 57;;;;40.5055069;-3.6980938;10;CULTURA;1096579,88;3519318,16;;;;;4615898,04;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;2020;2024;;208;FUENCARRAL-EL PARDO;CALLE BURGUETE, 5 C/V CASTILLO DE CANDANCHÚ;CALLE;BURGUETE, 5 C/V CASTILLO DE CANDANCHÚ;;;;40.50394934161543;-3.6782276991385294;10;CULTURA;227374,31;2210374,13;2246519,00;;;;4684267,44;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2021;2023;;213;PUENTE DE VALLECAS;AVDA. BUENOS AIRES, 17 C/V C/ SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V SIERRA SALVADA;;;;40.38884079966877 ;-3.65333330289587;00;INVERSIONES DE CARÁCTER GENERAL;3847214,64;2716135,00;;;;;6563349,64;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000263;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN;2020;2023;;215;CIUDAD LINEAL;CALLE PELOPONESO, 9;CALLE;PELOPONESO;9;;;40.414833443959665;-3.6269933408281867;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;4568372,13;;;;;;4568372,13;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000265;CENTRO CULTURAL BUENAVISTA. OBRAS DE REFORMA Y AMPLIACIÓN;2021;2023;;204;SALAMANCA;AVENIDA DE LOS TOREROS, 5;AVENIDA;DE LOS TOREROS;5;;;40.4322265766569 ;-3.6707251182357603;10;CULTURA;4433339,35;;;;;;4433339,35;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;2021;2023;;202;ARGANZUELA;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;;;40.40091796;-3.72018992;07;INFRAESTRUCTURAS;43931594,17;8793192,39;;;;;52724786,56;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;2020;2025;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 51;AVENIDA;CARABANCHEL ALTO;51;;;40.3616093;-3.7560156;10;CULTURA;146911,48;850000,00;5487317,00;611336,00;;;7095564,48;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000321;ESCUELA INFANTIL EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2023;;218;VILLA DE VALLECAS;CALLE EMBALSE DE AVENIDAACERRADA C/V CALLEEMBALSE DE PINILLA;CALLE;EMBALSE DE NAVACERRADA C/V CALLE EMBALSE DE PINILLA;;;;40.359382;-3.595714;05;EDUCACIÓN;4147416,35;;;;;;4147416,35;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;204;DISTRITO DE SALAMANCA;2020/000354;EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL;2020;2024;;204;SALAMANCA;CALLE VELÁZQUEZ, 52;CALLE;VELÁZQUEZ;52;;;40.4273605;-3.6858071;00;INVERSIONES DE CARÁCTER GENERAL;152262,93;98535,00;1300000,00;;;;1550797,93;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000388;BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN;2020;2023;;216;HORTALEZA;CALLE AREQUIPA, 4;CALLE;AREQUIPA;4;;;40.4689358;-3.6438566;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1851783,98;;;;;;1851783,98;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;2020;2023;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 61;AVENIDA;CARABANCHEL ALTO;61;;;40.36164197967932;-3.7536981585771154;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;4262108,38;906734,50;;;;;5168842,88;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;2021;2023;;205;CHAMARTÍN;CALLE PASTORA IMPERIO, 4;CALLE;PASTORA IMPERIO;4;;;40.4829999;-3.6774787;10;CULTURA;188544,75;3830406,08;;;;;4018950,83;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000477;BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2023;;218;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 64;CALLE;REAL DE ARGANDA;64;;;40.37932191622045;-3.615120111812919;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1094768,97;960879,00;;;;;2055647,97;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;2022;2024;;210;LATINA;CALLE HURTUMPASCUAL, 1-3.;CALLE;HURTUMPASCUAL;1 y 3;;;40.4011395;-3.7451803;05;EDUCACIÓN;186953,21;2769322,00;1642839,00;;;;4599114,21;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;2021;2024;;218;VILLA DE VALLECAS;EL REAL DE SAN VICENTE, 61;CALLE;EL REAL DE SAN VICENTE;61;;;40.36931148352711;-3.633227554724137;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;682018,94;3369876,00;655422,75;;;;4707317,69;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007069;BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN;2020;2023;;215;CIUDAD LINEAL;CALLE PELOPONESO, 9;CALLE;PELOPONESO;9;;;40.4152664;-3.6266822;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1894110,20;;;;;;1894110,20;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007070;BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2023;;213;PUENTE DE VALLECAS;AVENIDA BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;;;;40.3887019;-3.6555218;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1644263,79;;;;;;1644263,79;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2023;;213;PUENTE DE VALLECAS;AVENIDA BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;;;;40.3887020;-3.6555218;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;3507121,48;1391603,86;;;;;4898725,34;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007074;ÁMBITO CAMPO DE LAS NACIONES. EJECUCIÓN DEL BOSQUE METROPOLITANO;2020;2023;;216;HORTALEZA;CAMPO DE LAS NACIONES;;CAMPO DE LAS NACIONES;;;;40.47025271;-3.62537866;06;URBANISMO;3406565,40;750000,00;;;;;4156565,40;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007076;ANILLO VERDE DE VILLAVERDE. EJECUCIÓN BOSQUE METROPOLITANO;2021;2023;;217;VILLAVERDE;ANILLO VERDE DE VILLAVERDE;;ANILLO VERDE DE VILLAVERDE;;;;40.36002547;-3.71601781;06;URBANISMO;4800119,51;2618958,85;;;;;7419078,36;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000001;CENTRO DE TRATAMIENTO  LAS DEHESAS. SISTEMAS DE DESODORIZACIÓN;2023;2024;;218;VILLA DE VALLECAS;CENTRO DE TRATAMIENTO  LAS DEHESAS;;CENTRO DE TRATAMIENTO  LAS DEHESAS;;;;40.33552477;-3.58243889;09;MEDIO AMBIENTE;;100000,00;6402947,37;;;;6502947,37;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000002;CENTRO DE TRATAMIENTO LA PALOMA. SISTEMAS DE DESODORIZACIÓN;2022;2023;;218;VILLA DE VALLECAS;PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;;PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;;;;40.33756827;-3.5755459;09;MEDIO AMBIENTE;60476,96;3931798,00;;;;;3992274,96;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2021/000053;NAVE 15 MATADERO. OBRAS DE ACONDICIONAMIENTO;2022;2023;;202;ARGANZUELA;PLAZA DE LEGAZPI, 8;PLAZA;DE LEGAZPI;8;;;40.3917614508368 ;-3.6963276163896612;10;CULTURA;38478,00;;;;;;38478,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;2022;2024;;206;TETUÁN;PASEO DE LA DIRECCIÓN C/V CALLEALBERDI;PASEO DE;LA DIRECCIÓN C/V CALLEALBERDI;;;;40.465910;-3.708061;05;EDUCACIÓN;81928,21;1720114,39;653328,00;;;;2455370,60;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;2021;2023;;201;CENTRO;PUERTA DEL SOL;;PUERTA DEL SOL;;;;40.41691713;-3.70355008;06;URBANISMO;5583613,10;5325319,00;;;;;10908932,10;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;2021;2023;;220;SAN BLAS-CANILLEJAS;CALLE ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;CALLE;ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;;;;40.4219366;-3.6212382;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;2953253,52;230000,00;;;;;3183253,52;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2023;2024;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;;;40.37410474;-3.65135769;07;INFRAESTRUCTURAS;;601074,91;1772505,03;;;;2373579,94;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000347;"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)";2021;2023;;211;CARABANCHEL;AVENIDA POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;AVENIDA DE;LOS POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;;;;40.376885;-3.753343;09;MEDIO AMBIENTE;213634,00;1767004,52;;;;;1980638,52;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000349;PARQUE DE PRADOLONGO, DISTRITO DE USERA. REHABILITACIÓN Y AMPLIACIÓN;2021;2023;;212;USERA;AVENIDA DE LOS POBLADOS C/V CALLE DOCTOR TOLOSA LATOUR Y EDUARDO BARREIROS;AVENIDA DE;LOS POBLADOS C/V CALLE DOCTOR TOLOSA LATOUR Y EDUARDO BARREIROS;;;;40.371319;-3.703703;09;MEDIO AMBIENTE;187721,08;1023889,00;;;;;1211610,08;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;2021;2023;;208;FUENCARRAL-EL PARDO;CALLE PEÑAVIEJA C/V MARBELLA, 59;CALLE;PEÑAVIEJA C/V MARBELLA, 59;;;;40.49453394197189;-3.706395285041539;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;3281730,00;2314386,21;;;;;5596116,21;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;2021;2025;;216;HORTALEZA;AVENIDA MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;AVENIDA;MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;;;;40.4923517;-3.6105398;10;CULTURA;190086,36;300000,00;3000000,00;1800000,00;;;5290086,36;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVENIDA ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;AVENIDA;ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;;;;40.36130898199516;-3.5938878779498156;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;149987,68;;2800000,00;1550000,00;;;4499987,68;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;2021;2023;;212;USERA;PASEO SANTA MARÍA DE LA CABEZA, 95;PASEO DE;SANTA MARÍA DE LA CABEZA;95;;;40.3922859;-3.7089303;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;6771261,52;3099553,00;;;;;9870814,52;EN PROCESO;;;;;24/03/2023
