Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2023;Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001255;COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN;2022;2023;;205;CHAMARTIN;CALLE DE EMILIO CAMPION, 13;CALLE;DE EMILIO CAMPION;13;;;40.44593437095230;-3.6789682463686200;08;MANTENIMIENTO URBANO;13983,05;4053437,68;;;;;4067420,73;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001262;DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN;2023;2024;;207;CHAMBERI;;;;;;;40.4327769;-3.7054483;06;URBANISMO;;3989063,54;1519174,44;;;;5508237,98;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;2022;2024;;212;USERA;AV.RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;;;40.3755929;-3.7124488;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;899999,97;3159984,63;3100000,00;;;;7159984,60;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001285;CENTRO DEPORTIVO HORTALEZA. SUBSANACIÓN PATOLOGÍAS VASO OLÍMPICO Y ADAPTACIÓN A NORMATIVA;2022;2023;;216;HORTALEZA;CTERA. ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;;;40.4787274;-3.6527117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;375999,99;1092361,62;;;;;1468361,61;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001303;PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN;2022;2025;;220;SAN BLAS-CANILLEJAS;C/ MÓNACO, 10;CALLE;DE MÓNACO;10;;;40.4316155;-3.6042837;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;32070,74;825000,00;6200000,00;4098437,99;;;11155508,73;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;131;DEPORTE;2022/001481;DEPORTIVO BÁSICO PIQUEÑAS. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS;2022;2024;;211;CARABANCHEL;C/ PINAR DE SAN JOSÉ C/V. C/ DE LA TORTA;CALLE;DEL PINAR DE SAN JOSÉ;64;;;40.360952;-3.768519;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5321,96;185321,96;1800000,00;;;;1990643,92;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;131;DEPORTE;2022/001482;DEPORTIVO BÁSICO SANTA RITA. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS;2022;2024;;211;CARABANCHEL;C/ ALBA DE TORMES, 2;CALLE;DE ALBA DE TORMES;2;;;40.379236;-3.743367;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;7471,37;297471,37;1900000,00;;;;2204942,74;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2022/001605;ÁMBITO CASTILLO DE LA ALAMEDA. OBRAS DE RENATURALIZACIÓN;2022;2023;;221;BARAJAS;C/ Manuel Aguilar Muñoz c.v Antonio Sancha c.v.Joaquín Ibarra;CALLES;DE MANUEL AGUILAR MUÑOZ C/V ANTONIO SANCHA Y JOAQUÍN IBARRA;;;;40.45987729999410;-3.592380701850930;06;URBANISMO;4718,00;1234090,92;;;;;1238808,92;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2022/001621;ANTIGUA PASARELA MANTEROLA. RECONSTRUCCIÓN E INSTALACIÓN SOBRE RÍO MANZANARES EN AV. ARCENTALES;2023;2024;;220;SAN BLAS-CANILLEJAS;Avenida de Arcentales ;AVENIDA;DE ARCENTALES;;;;40.4330452;-3.6009783;07;INFRAESTRUCTURAS;;52878,40;4000000,00;;;;4052878,40;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2022/001647;C/ SOLEDAD CAZORLA. ACTUACIONES DE RENATURALIZACIÓN;2022;2023;;210;LATINA;C/ Soledad Cazorla 20;CALLE;DE SOLEDAD CAZORLA;20;;;40.37554181475530;-3.7713808134924500;06;URBANISMO;60352,96;1527098,65;;;;;1587451,61;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/002008;GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 19: 8847);2022;2023;;216;HORTALEZA;CARRETERA DE LA ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;;;40.4787274;-3.6527117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;42763,07;1589210,00;;;;;1631973,07;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/000311;APARCAMIENTO EN PASEO ARTILLEROS S/N, DISTRITO DE VICÁLVARO. CONSTRUCCIÓN;2023;2023;;219;VICALVARO;Paseo de los Artilleros s/n. Semiesquina calle San Cipriano;PASEO ;DE LOS ARTILLEROS;S/N;;;40.4046979;-3.6091733;07;INFRAESTRUCTURAS;;2710000,00;;;;;2710000,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/001003;DEPORTIVO BÁSICO ROMÁN VALERO. ADECUACIÓN PISTA DE MULTIDEPORTE CUBIERTA;2023;2023;;212;USERA;CALLE DE ANDRÉS ARTEAGA nº 1;CALLE;DE ANDRÉS ARTEAGA;1;;;40.38791;-3.70469;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1000000,00;;;;;1000000,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/001006;CAMPUS SUR UNIVERSIDAD POLITÉCNICA DE MADRID Y ENTORNOS ESCOLARES VALLECAS. ZONAS DE BAJAS EMISIONES;2023;2024;;213 (70%) - 218 (30%);PUENTE DE VALLECAS - VILLA DE VALLECAS;Avenida del Campus Sur (recinto universitario);AVENIDA;DEL CAMPUS SUR;;;;40.387788;-3.6308581;07;INFRAESTRUCTURAS;;442239,00;13096637,00;;;;13538876,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/001007;PLATAFORMA AUTOBÚS DE TRÁNSITO PRIORITARIO VALDEBEBAS - HOSPITAL RAMÓN Y CAJAL. CONSTRUCCIÓN;2023;2023;;208 (20%) - 216 (80%);FUENCARRAL-EL PARDO - HORTALEZA;Avenida Francisco Pi y Margall, 6;AVENIDA;DE FRANCISCO PI Y MARGALL;6;;;40.4902184;-3.6585492;07;INFRAESTRUCTURAS;;12940771,00;;;;;12940771,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2023/001014;CAMPO DE FÚTBOL EN ARAVACA, C/ESCULTOR PERESEJO, BOSQUE METROPOLITANO. CONSTRUCCIÓN;2023;2023;;209;MONCLOA-ARAVACA;C/ Escultor Peresejo 94;CALLE;DEL ESCULTOR PERESEJO;94;;;40.452722372430600;-3.791872894861590;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1500000,00;;;;;1500000,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2023/003004;CAMPOS DE FÚTBOL EN VALDEBEBAS (INSTALACIONES SOTENIBLES). CONSTRUCCIÓN (ID 22: 17695);2023;2023;;216;HORTALEZA;C/ Félix Candela c.v. Luis Moya Blanco c.v Josefina Aldecoa;CALLES;DE FÉLIX CANDELA C/V LUIS MOYA BLANCO Y JOSEFINA ALDECOA;;;;40.497327;-3.615194;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1800000,00;;;;;1800000,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003005;BIBLIOTECA PÚBLICA EN LA GLORIETA DEL MAR DE CRISTAL. CONSTRUCCIÓN (ID 22: 18793);2023;2025;;216;HORTALEZA;GLORIETA MAR DE CRISTAL;GLORIETA;MAR DE CRISTAL;;;;40.469415067764400;-3.638325386828710;10;CULTURA;;160000,00;2340000,00;2000000,00;;;4500000,00;EN PROCESO;;;;;24/03/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/003051;CARRIL BICI SEGREGADO AV.DE LA GRAN VÍA DE SAN FRANCISCO Y GLORIETA PUERTA DE TOLEDO (ID 22: 18424);2023;2024;;201;CENTRO;Av.Gran Vía de San Francisco 9;AVENIDA; DE LA GRAN VÍA DE SAN FRANCISCO;9;;;40.4096622;-3.7137001;07;INFRAESTRUCTURAS;;60000,00;1340000,00;;;;1400000,00;EN PROCESO;;;;;24/03/2023
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
