CeGe;Prog. Finan.;Objetivo;Indicador;DescripciÛn Indicador;Unidad de medida;Presupuestado
001206;23103;05;07;AYUDAS ECON”MICAS DESTINADAS A ADAPTACIONES GERI¡TRICAS;N⁄MERO;10
001206;23103;05;08;AYUDAS ECON”MICAS DESTINADAS A ADAPTACIONES GERI¡TRICAS (MUJERES);PORCENTAJE;60
001206;23103;05;09;AYUDAS ECON”MICAS DESTINADAS A ADAPTACIONES GERI¡TRICAS (HOMBRES);PORCENTAJE;40
001206;23103;05;10;PERSONAS MAYORES BENEFICIARIAS DE AYUDAS ECON”MICAS PARA EL PAGO DE ALOJAMIENTO;N⁄MERO;16
001206;23103;05;11;MUJERES MAYORES BENEFICIARIAS DE AYUDAS ECON”MICAS PARA EL PAGO DE ALOJAMIENTO;PORCENTAJE;70
001206;23103;05;12;HOMBRES MAYORES BENEFICIARIOS DE AYUDAS ECON”MICAS PARA EL PAGO DE ALOJAMIENTO;PORCENTAJE;30
001206;23103;05;13;PERSONAS MAYORES BENEFICIARIAS DE BECAS DE COMEDOR (CMM);N⁄MERO;20
001206;23103;05;14;MUJERES MAYORES BENEFICIARIAS DE BECAS DE COMEDOR (CMM);PORCENTAJE;50
001206;23103;05;15;HOMBRES MAYORES BENEFICIARIOS DE BECAS DE COMEDOR (CMM);PORCENTAJE;50
001206;23103;05;16;PERSONAS MAYORES BENEFICIARIAS DE AYUDAS ECON”MICAS PARA ALOJAMIENTO TEMPORAL;N⁄MERO;10
001206;23103;05;17;MUJERES MAYORES BENEFICIARIAS DE AYUDAS ECON”MICAS PARA ALOJAMIENTO TEMPORAL;PORCENTAJE;80
001206;23103;05;18;HOMBRES MAYORES BENEFICIARIOS DE AYUDAS ECON”MICAS PARA ALOJAMIENTO TEMPORAL;PORCENTAJE;20
001206;23103;06;01;PERSONAS MAYORES BENEFICIARIAS CD ALZHEIMER U OTRAS DEMENCIAS;N⁄MERO;180
001206;23103;06;02;MUJERES MAYORES BENEFICIARIAS CD ALZHEIMER U OTRAS DEMENCIAS;PORCENTAJE;75
001206;23103;06;03;HOMBRES MAYORES BENEFICIARIOS CD ALZHEIMER U OTRAS DEMENCIAS;PORCENTAJE;25
001206;23103;06;04;PERSONAS MAYORES BENEFICIARIAS CD DETERIORO FÕSICO/RELACIONAL;N⁄MERO;64
001206;23103;06;05;MUJERES MAYORES BENEFICIARIAS CD DETERIORO FÕSICO/RELACIONAL;PORCENTAJE;80
001206;23103;06;06;HOMBRES MAYORES BENEFICIARIOS CD DETERIORO FÕSICO/RELACIONAL;PORCENTAJE;20
001206;23103;07;01;SOLICITUDES EN PISOS TUTELADOS Y APARTAMENTOS MUNICIPALES;N⁄MERO;29
001206;23103;07;02;SOLICITUDES PARA RESIDENCIAS P⁄BLICAS DE LA COMUNIDAD;N⁄MERO;80
001206;23106;01;28;ENTREVISTAS REALIZADAS A HOMBRES EN UNIDADES DE TRABAJO SOCIAL;N⁄MERO;25
001206;23106;01;27;ENTREVISTAS REALIZADAS A MUJERES EN UNIDADES DE TRABAJO SOCIAL;N⁄MERO;75
001206;23106;01;26;TOTAL ENTREVISTAS REALIZADAS EN UNIDADES DE TRABAJO SOCIAL;N⁄MERO;20000
001206;23106;01;25;UNIDADES FAMILAIRES EN SEGUIMIENTO, HOMBRES POR UNIDADES DE TRABAJO;PORCENTAJE;24
001206;23106;01;24;UNIDADES FAMILIARES EN SEGUIMIENTO, MUJERES POR UNIDADES DE TRABAJO;PORCENTAJE;76
001206;23106;01;23;UNIDADES FAMILIARES EN SEGUIMIENTO POR UNIDADES DE TRABAJO;N⁄MERO;11175
001206;23106;01;22;CORREOS ELECTR”NICOS REFERENTES A HOMBRES DESDE UTS ZONA;PORCENTAJE;16
001206;23106;01;21;CORREOS ELECTR”NICOS REFERENTES A MUJERES DESDE UTS ZONA;PORCENTAJE;84
001206;23106;01;20;TOTAL CORREOS ELECTR”NICOS EN UTS ZONA;N⁄MERO;1100
001206;23106;01;19;CORREOS ELECTR”NICOS REFERENTES A HOMBRES DESDE UTS PRIMERA ATENCI”N;PORCENTAJE;36
001206;23106;01;18;CORREOS ELECTR”NICOS REFERENTES A MUJERES DESDE UTS PRIMERA ATENCI”N;PORCENTAJE;64
001206;23106;01;17;TOTAL CORREOS ELECTR”NICOS EN UTS PRIMERA ATENCI”N;N⁄MERO;420
001206;23106;01;16;GESTIONES Y COORDINACIONES REFERENTES A HOMBRES DESDE UTS ZONA;PORCENTAJE;16
001206;23106;01;15;GESTIONES Y COORDINACIONES REFERENTES A MUJERES DESDE UTS ZONA;PORCENTAJE;84
001206;23106;01;01;CENTROS DE SERVICIOS SOCIALES;N⁄MERO;2
001206;23106;01;02;PERSONAS ATENDIDAS UNIDADES TRABAJO SOCIAL PRIMERA ATENCI”N;N⁄MERO;4331
001206;23106;01;03;MUJERES ATENDIDAS UNIDADES TRABAJO SOCIAL PRIMERA ATENC”N;PORCENTAJE;70
001206;23106;01;04;HOMBRES ATENDIDOS UNIDADES TRABAJO SOCIAL PRIMERA ATENCI”N;PORCENTAJE;30
001206;23106;01;05;URGENCIAS ATENDIDAS UNIDADES TRABAJO SOCIAL;N⁄MERO;380
001206;23106;01;06;CASOS URGENTES MUJERES ATENDIDAS UNIDADES TRABAJO SOCIAL;PORCENTAJE;60
001206;23106;01;07;CASOS URGENTES HOMBRES ATENDIDOS UNIDADES TRABAJO SOCIAL;PORCENTAJE;40
001206;23106;01;08;TOTAL ENTREVISTAS REALIZADAS EN TS. PRIMERA ATENCI”N;N⁄MERO;6800
001206;23106;01;09;ENTREVISTAS REALIZADAS A MUJERES EN LA UTS DE PRIMERA ATENCI”N;PORCENTAJE;70
001206;23106;01;10;ENTREVISTAS REALIZADAS A HOMBRES EN LA UTS DE PRIMERA ATENCI”N;PORCENTAJE;30
001206;23106;01;11;TOTAL GESTIONES Y COORDINACIONES REALIZADAS DESDE LA UTS PA;N⁄MERO;1300
001206;23106;01;12;GESTIONES Y COORDINACIONES REFERENTES A MUJERES DESDE UTS PRIMERA ATENCI”N;PORCENTAJE;61
001206;23106;01;13;GESTIONES Y COORDINACIONES REFERENTES A HOMBRES DESDE UTS PRIMERA ATENCI”N;PORCENTAJE;39
001206;23106;01;14;TOTAL GESTIONES Y COORDINACIONES REALIZADAS DESDE LA UTS ZONA;N⁄MERO;10500
001206;23106;02;01;PERSONAS CON DIVERSIDAD FUNCIONAL ATENDIDAS POR EL SERVICIO DE AYUDA A DOMICILIO;N⁄MERO;310
001206;23106;02;02;MUJERES CON DISCAPACIDAD USUARIAS SERVICIO DE AYUDA A DOMICILIO;PORCENTAJE;40
001206;23106;02;03;HOMBRES CON DISCAPACIDAD USUARIOS SERVICIO DE AYUDA A DOMICILIO;PORCENTAJE;60
001206;23106;02;04;PERSONAS CON DIVERSIDAD FUNCIONAL ATENDIDAS POR EL TAD;N⁄MERO;200
001206;23106;02;05;MUJERES CON DISCAPACIDAD USUARIAS SERVICIO TAD;PORCENTAJE;55
001206;23106;02;06;HOMBRES CON DISCAPACIDAD USUARIOS SERVICIO TAD;PORCENTAJE;45
001206;23106;03;01;PROYECTO PARA LA ATENCI”N DE LA VULNERABILIDAD RESIDENCIAL;N⁄MERO;1
001206;23106;03;02;PERSONAS ATENDIDAS POR EL SERVICIO DE ATENCI”N SOCIOJURÕDICA;N⁄MERO;500
001206;23106;03;03;MUJERES ATENDIDAS POR EL SERVICIO DE ATENCI”N SOCIOJURÕDICA;PORCENTAJE;80
001206;23106;03;04;HOMBRES ATENDIDOS POR EL SERVICIO DE ATENCI”N SOCIOJURÕDICA;PORCENTAJE;20
001206;23106;03;05;FAMILIAS ALOJADAS EN LAS VIVIENDAS DEL PROYECTO;N⁄MERO;11
001206;23106;03;06;MUJERES ALOJADAS EN LAS VIVIENDAS;N⁄MERO;19
001206;23106;03;07;HOMBRES ALOJADOS EN LAS VIVIENDAS;N⁄MERO;5
001206;23106;03;08;NI—AS ALOJADAS EN LAS VIVIENDAS;N⁄MERO;10
001206;23106;03;09;NI—OS ALOJADOS EN LAS VIVIENDAS;N⁄MERO;7
001206;23106;03;10;ACTIVIDADES GRUPALES DESARROLLADAS;N⁄MERO;5
001206;23106;03;11;PARTICIPANTES EN ACTIVIDADES GRUPALES;N⁄MERO;130
001206;23106;03;12;MUJERES PARTICIPANTES EN ACTIVIDADES GRUPALES;PORCENTAJE;75
001206;23106;03;13;HOMBRES PARTICIPANTES EN ACTIVIDADES GRUPALES;PORCENTAJE;25
001206;23106;03;14;ACTIVIDADES COMUNITARIAS EN LAS QUE PARTICIPA;N⁄MERO;1
001206;23106;03;15;INFORMES DE SITUACI”N DE VULNERABILIDAD REALIZADOS;N⁄MERO;150
001206;23106;03;16;EJECUCIONES CON ACTIVACI”N DE SAMUR SOCIAL;N⁄MERO;21
001206;23106;04;13;HOMBRES ATENDIDOS POR EL PROYECTO DE APOYO PSICOSOCIAL;PORCENTAJE;17
001206;23106;04;12;MUJERES ATENDIDAS POR EL PROYECTO DE APOYO PSICOSOCIAL;PORCENTAJE;83
001206;23106;04;11;PERSONAS ATENDIDAS POR EL PROYECTO DE APOYO PSICOSOCIAL;N⁄MERO;99
001206;23106;04;10;ASISTENCIA A ACTIVIDADES GRUPALES HOMBRES;PORCENTAJE;30
001206;23106;04;09;ASISTENCIA A ACTIVIDADES GRUPALES MUJERES;PORCENTAJE;70
001206;23106;04;08;PARTICIPANTES A ACTIVIDADES GRUPALES;N⁄MERO;115
001206;23106;04;07;ACTIVIDADES GRUPALES DESARROLLADAS;N⁄MERO;170
001206;23106;04;06;INSERCIONES LABORALES CONSEGUIDAS POR HOMBRES;PORCENTAJE;40
001206;23106;04;05;INSERCIONES LABORALES CONSEGUIDAS POR MUJERES;PORCENTAJE;60
001206;23106;04;04;INSERCIONES LABORALES CONSEGUIDAS;N⁄MERO;60
001206;23106;04;03;HOMBRES ATENDIDOS POR EL PROYECTO DE INSERCI”N LABORAL;PORCENTAJE;40
001206;23106;04;02;MUJERES ATENDIDAS POR EL PROYECTO DE INSERCI”N LABORAL;PORCENTAJE;60
001206;23106;04;01;PERSONAS ATENDIDAS POR EL PROYECTO DE INSERCI”N LABORAL;N⁄MERO;500
001206;23106;05;01;PERSONAS BENEFICIARIAS DE AYUDAS ECON”MICAS;N⁄MERO;219
001206;23106;05;02;PERSONAS BENEFICIARIAS DE AYUDAS ECON”MICAS (MUJERES);PORCENTAJE;69
001206;23106;05;03;PERSONAS BENEFICIARIAS DE AYUDAS ECON”MICAS (HOMBRES);PORCENTAJE;31
001206;23106;05;04;PERSONAS BENEFICIARIAS TARJETAS DE FAMILIA;N⁄MERO;150
001206;23106;05;05;PERSONAS BENEFICIARIAS TARJETAS DE FAMILIA (MUJERES);PORCENTAJE;70
001206;23106;05;06;PERSONAS BENEFICIARIAS TARJETAS DE FAMILIA (HOMBRES);PORCENTAJE;30
001206;23106;05;07;AYUDAS ECON”MICAS PAGO ALOJAMIENTO;N⁄MERO;35
001206;23106;05;08;AYUDAS ECON”MICAS PAGO ALOJAMIENTO (MUJERES);PORCENTAJE;65
001206;23106;05;09;AYUDAS ECON”MICAS PAGO ALOJAMIENTO (HOMBRES);PORCENTAJE;35
001206;23106;05;10;OTRAS AYUDAS ECON”MICAS PARA EL PAGO DE NECESIDADES B¡SICAS;N⁄MERO;6
001206;23106;05;11;OTRAS AYUDAS ECON”MICAS PARA EL PAGO DE NECESIDADES B¡SICAS (MUJERES);PORCENTAJE;65
001206;23106;05;12;OTRAS AYUDAS ECON”MICAS PARA EL PAGO DE NECESIDADES B¡SICAS (HOMBRES);PORCENTAJE;35
001206;23106;05;13;AYUDAS PARA GASTOS EXCEPCIONALES Y OTROS;N⁄MERO;28
001206;23106;05;14;AYUDAS PARA GASTOS EXCEPCIONALES Y OTROS (MUJERES);PORCENTAJE;70
001206;23106;05;15;AYUDAS PARA GASTOS EXCEPCIONALES Y OTROS (HOMBRES);PORCENTAJE;30
001206;23106;05;18;CERTIFICADOS DE IMV ELABORADOS (HOMBRES);PORCENTAJE;35
001206;23106;05;17;CERTIFICADOS DE IMV ELABORADOS (MUJERES);PORCENTAJE;65
001206;23106;05;16;CERTIFICADOS DE IMV ELABORADOS;N⁄MERO;150
001206;23106;06;11;ACTIVIDADES REALIZADAS EN ESPACIOS P⁄BLICOS;N⁄MERO;16
001206;23106;06;12;PROYECTOS EN RED CON PERSPECTIVA DE G…NERO;N⁄MERO;14
001206;23106;06;10;ACTIVIDADES FORMATIVAS PROFESIONALES;N⁄MERO;29
001206;23106;06;09;PROYECTOS EN RED;N⁄MERO;57
001206;23106;06;13;ACTIVADES ESPECÕFICAS CON PERSPECTIVA DE G…NERO;N⁄MERO;26
001206;23106;06;14;ATENCIONES E INFORMACI”N SOBRE RECURSOS SOCIALES;HOMBRES;80
001206;23106;06;15;ATENCIONES E INFORMACI”N SOBRE RECURSOS SOCIALES;MUJERES;240
001206;23106;06;16;PARTICIACI”N DE T…CNICOS/AS DEL DEPARTAMENTO EN COMISIONES DE TRABAJO DEL PDC;N⁄MERO;6
001206;23106;06;08;REUNIONES DE LAS MESAS;N⁄MERO;125
001206;23106;06;07;MESAS DE TRABAJO INTERSECTORIAL E INTERDISCIPLINARIO;N⁄MERO;12
001206;23106;06;06;ASOCIACIONES QUE DESARROLLAN PROYECTOS;N⁄MERO;123
001206;23106;06;05;PARTICIPACI”N DEN LOS PROYECTOS Y ACTIVIDADES (HOMBRES);HOMBRES;625
001206;23106;06;04;PARTICIPACI”N DEN LOS PROYECTOS Y ACTIVIDADES (MUJERES);MUJERES;1875
001206;23106;06;03;PARTICIPANTES EN PROCYETO Y ACTIVIDADES;N⁄MERO;2500
001206;23106;06;02;PROYECTOS Y ACTIVIDADES REALIZADAS (EN EL CENTRO SOCIAL COMUNITARIO, TANTO PERMANENTES COMO PUNTUALES);N⁄MERO;125
001206;23106;06;01;CENTRO SOCIAL COMUNITARIO;N⁄MERO;1
001206;31101;01;01;INSPECCIONES EN MATERIA DE RESTAURACI”N COLECTIVA;N⁄MERO;375
001206;31101;01;02;INSPECCIONES EN MATERIA DE COMERCIO MINORISTA;N⁄MERO;400
001206;31101;01;03;AUDITORÕAS DE SISTEMAS DE AUTOCONTROL (PCH Y APPCC);N⁄MERO;10
001206;31101;01;04;EFICACIA OPERATIVA DE INSPECCIONES SEGURIDAD ALIMENTARIA;PORCENTAJE;85
001206;31101;01;05;TOMA DE MUESTRAS DE ALIMENTOS Y BEBIDAS.;N⁄MERO;40
001206;31101;01;06;EFICACIA OPERATIVA  TOMA DE MUESTRAS ALIMENTOS Y BEBIDAS;PORCENTAJE;95
001206;31101;01;07;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS BROTES ALERTAS TIPO I Y TIPO II EN SU CASO;PORCENTAJE;100
001206;31101;01;08;INFORMES SANITARIOS DE ACTIVIDADES;N⁄MERO;300
001206;31101;01;09;CONTROL DE LA CORRECCI”N DE DEFICIENCIAS DETECTADAS EN LOS ESTABLECIMIENTOS EN LOS QUE SE HA PRODUCIDO UN BROTE DE ORIGE;PORCENTAJE;100
001206;31101;02;01;INSPECCIONES EN PISCINAS;N⁄MERO;40
001206;31101;02;02;EFICACIA OPERATIVA DE LAS INSPECCIONES EN PISCINAS;PORCENTAJE;100
001206;31101;02;03;TOMA DE MUESTRAS DE AGUA EN PISCINAS;N⁄MERO;8
001206;31101;02;04;EFICACIA OPERATIVA TOMA DE MUESTRAS DE AGUA EN PISCINAS;PORCENTAJE;100
001206;31101;02;05;INSPECCIONES ESCUELAS Y CUIDADO/RECREO INFANTIL;N⁄MERO;20
001206;31101;02;06;EFICACIA OPERATIVA INSPEC. ESCUELAS Y CUIDADO/RECREO INFANTIL;PORCENTAJE;100
001206;31101;02;07;INSPECCIONES EN ESTABLECIMIENTO ESTETICA/BELLEZA  Y ADORNO CORPORAL;N⁄MERO;110
001206;31101;02;08;EFICACIA OPERATIVA INSPECC. DENUNCIAS Y ALERTAS;PORCENTAJE;100
001206;31101;03;01;OBSERVACIONES ANTIRR¡BICAS;N⁄MERO;10
001206;31101;03;02;LICENCIAS DE ANIMALES POTENCIALMENTE PELIGROSOS CONCEDIDAS A MUJERES;N⁄MERO;40
001206;31101;03;03;LICENCIAS DE ANIMALES POTENCIALMENTE PELIGROSOS CONCEDIDAS A HOMBRES;N⁄MERO;50
001206;31101;03;06;DENUNCIAS TENENCIA ANIMALES Y PROTECCI”N ANIMAL E INFORMES EN MATERIA DE PROTECCION ANIMAL;N⁄MERO;130
001206;31101;03;05;EFICACIA OPERTIVA INSPECCIONES PROTECCI”N ANIMAL;PORCENTAJE;100
001206;31101;03;04;INSPECCIONES EN MATERIA DE PROTECCI”N ANIMAL;N⁄MERO;30
001206;31101;04;01;PROPUESTAS INCIIO EXPTE SANCIONADOR SANIDAD Y PROTECCI”N ANIMAL;N⁄MERO;20
001206;31101;04;02;PROPUESTAS INICIO EXPTE SANCIONADOR SALUBRIDAD P⁄BLICA;N⁄MERO;15
001206;31101;04;03;PROPUESTAS INICIO EXPTE SANCIONADOR SEGURIDAD ALIMENTARIA;N⁄MERO;110
001206;31101;04;04;MEDIDAS CAUTELARES Y PROVISIONALES ADOPTADAS;N⁄MERO;25
001206;31101;04;05;EXPEDIENTES DECRETADOS;N⁄MERO;150
001206;31101;05;01;INSTALACIONES DE ASEOS QUÕMICOS EFECTUADAS;N⁄MERO;155
001206;31101;06;03;ATENCI”N DE CONSULTAS EFECTUADAS POR MUJERES;N⁄MERO;75
001206;31101;06;02;PROPUESTAS DE SANCIONES A HOMBRES EN MATERIA DE SALUD P⁄BLICA, SALUBRIDAD Y PROTECCI”N ANIMAL;N⁄MERO;45
001206;31101;06;01;PROPUESTAS DE SANCIONES A MUJERES EN MATERIA DE SALUD P⁄BLICA, SALUBRIDAD Y PROTECCI”N ANIMAL.;N⁄MERO;40
001206;31101;06;04;ATENCI”N DE CONSULTAS EFECTUADAS POR HOMBRES;N⁄MERO;75
001206;32301;01;01;ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL GEST. INDIRECTA;N⁄MERO;4
001206;32301;01;02;REUNIONES CON ESCUELAS INFANTILES MUNICIPALES;N⁄MERO;40
001206;32301;01;03;ALUMNOS ESCOLARIZADOS EN ESC.INF.TIT.MUNICIPAL NI—AS;N⁄MERO;181
001206;32301;01;04;ALUMNOS ESCOLARIZADOS EN ESC.INF.TIT. MUNICIPAL NI—OS;N⁄MERO;195
001206;32301;01;05;TOTAL ALUMNOS ESCOLARIZADOS EN ESC. INF.TIT. MUNICIPAL;N⁄MERO;376
001206;32301;02;04;SUPERFICIE LIBRE DE CENTROS EDUCATIVOS;M2;26800
001206;32301;02;03;SUPERFICIE CONSTRUIDA CENTROS EDUCATIVOS;M2;28700
001206;32301;02;02;CENTROS EDUCATIVOS CON LIMPIEZA A CARGO DEL DISTRITO;N⁄MERO;7
001206;32301;02;01;CENTROS EDUCATIVOS CON MANTENIMIENTO A CARGO DEL DISTRITO;N⁄MERO;11
001206;32301;02;07;CENTROS EDUCATIVOS OBRAS INSTALACIONES EDIFICIO;N⁄MERO;4
001206;32301;02;06;CENTROS EDUCATIVOS OBRAS CONTRA INCENCIOS;N⁄MERO;1
001206;32301;02;05;CENTROS EDUCAT. ADAPTADOS PARCIALMENTE A NORMATIVA CONTRA INCENDIO;PORCENTAJE;100
001206;32301;02;09;INSTALACIONES ELEVACI”N Y ELECTROMEC¡NICAS CON MANTENIMIENTO A CARGO DEL DISTRITO;N⁄MERO;11
001206;32301;02;08;CENTROS EDUCATIVOS CONSERVACI”N Y MANTENIMIENTO DE ELEMENTOS DE ACCESIBILIDAD EXISTENTES;N⁄MERO;11
001206;32301;03;01;REUNIONES CON EL SERVICIO DE APOYO A LA ESCOLARIZACI”N;N⁄MERO;5
001206;32301;04;01;INFORMACI”N Y ATENCI”N INDIVIDUALIZADA Y COLECTIVA;N⁄MERO;1200
001206;32301;04;02;ASESORAMIENTO Y ORIENTACI”N A AMPAS;N⁄MERO;40
001206;32301;05;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LAS NI—AS DE CERO A TRES MEDIANTE LAS EEII DE TITULARIDAD MUNICIPAL;N⁄MERO;181
001206;32301;05;02;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS —I—OS DE CERO A TRES A—OS MEDIANTE LAS EEII DE TITULARIDAD MUNICIPAL;N⁄MERO;195
001206;32501;01;15;ALUMNOS PARTICIPANTES EN ACTIVIDADES PREVENTIVAS;N⁄MERO;6000
001206;32501;01;14;TIPOS DE ACTIVIDADES PREVENTIVAS;N⁄MERO;15
001206;32501;01;13;COORDINACI”N Y REUNIONES CON OTROS RECURSOS;N⁄MERO;480
001206;32501;01;12;REUNIONES CON LOS CENTROS EDUCATIVOS;N⁄MERO;1500
001206;32501;01;11;ENTIDADES DEL DISTRITO QUE COLABORAN EN EL PROGRAMA DE PREVENCI”N DEL ABSENTISMO;N⁄MERO;15
001206;32501;01;10;COMPARECENCIAS;N⁄MERO;35
001206;32501;01;09;ACOMPA—AMIENTO A MENORES;N⁄MERO;30
001206;32501;01;08;ENTREVISTAS A MENORES;N⁄MERO;225
001206;32501;01;07;ENTREVISTAS FAMILIARES;N⁄MERO;440
001206;32501;01;06;PREVALENCIA ABSENTISMO EN POBLACI”N ESCOLAR DISTRITO;PORCENTAJE;2
001206;32501;01;05;ALUMNOS CON EXPEDIENTE ABSENTISMO;N⁄MERO;150
001206;32501;01;04;ALUMNAS CON EXPEDIENTE ABSENTISMO;N⁄MERO;140
001206;32501;01;03;SEGUIMIENTO PROGRAMA PREVENCI”N ABSENTISMO, CASOS ACTIVOS;N⁄MERO;260
001206;32501;01;02;REUNIONES COMISI”N ABSENTISMO ESCOLAR;N⁄MERO;9
001206;32501;01;01;CENTROS EDUCATIVOS REMITENTES DE PROTOCOLOS;N⁄MERO;40
001206;32501;02;01;PORCENTAJE DE NI—AS QUE NO ASISTEN A CLASE;PORCENTAJE;43
001206;32501;02;02;PORCENTAJE DE NI—OS QUE NO ASISTEN A CLASE;PORCENTAJE;57
001206;32601;01;01;COLEGIOS DONDE SE HAN REALIZADO ACTIVIDADES EXTRAESCOLARES;N⁄MERO;17
001206;32601;01;02;ESCOLARES PARTICIPANTES EN ACTIVIDADES EXTRAESCOLARES;N⁄MERO;6000
001206;32601;01;03;TIPOS DE ACTIVIDADES EXTRAESCOLARES REALIZADAS EN CENTROS EDUCATIVOS;N⁄MERO;16
001206;32601;02;01;NI—AS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS Y EXTRAESCOLARES;N⁄MERO;2500
001206;32601;02;02;NI—OS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS Y EXTRAESCOLARES;N⁄MERO;3000
001206;33401;01;13;OTRAS ACTIVIDADES CULTURALES;N⁄MERO;125
001206;33401;01;14;PARTICIPANTES EN OTRAS ACTIVIDADES CULTURALES;N⁄MERO;15000
001206;33401;01;15;ASISTENCIA POBLACI”N DISTRITO A ACTIV. CULTURALES;RATIO;523
001206;33401;01;16;SUGERENCIAS Y RECLAMACIONES RELACIONADAS ACT. CULTURALES;N⁄MERO;10
001206;33401;01;17;SUGERENCIAS Y RECLAMACIONES PRESENTADAS POR MUJERES;PORCENTAJE;70
001206;33401;01;18;SUGERENCIAS Y RECLAMACIONES PRESENTADAS POR HOMBRES;PORCENTAJE;30
001206;33401;01;12;ASISTENCIA A CONFERENCIAS;N⁄MERO;2000
001206;33401;01;11;CONFERENCIAS;N⁄MERO;55
001206;33401;01;10;ASISTENCIA A OBRAS DE TEATRO;N⁄MERO;20000
001206;33401;01;09;OBRAS DE TEATRO;N⁄MERO;150
001206;33401;01;08;ASISTENCIA A CONCIERTOS;N⁄MERO;15000
001206;33401;01;07;CONCIERTOS;N⁄MERO;125
001206;33401;01;06;ASISTENCIA A EXPOSICIONES;N⁄MERO;41500
001206;33401;01;05;EXPOSICIONES;N⁄MERO;43
001206;33401;01;04;CESI”N ESPACIOS Y MEDIOS DE C.CULTURALES MUNICIPALES;HORAS;12300
001206;33401;01;03;ACTIVIDADES POR CENTRO CULTURAL;RATIO;250
001206;33401;01;02;POBLACI”N DEL DISTRITO POR CENTRO CULTURAL MUNICIPAL;RATIO;53334
001206;33401;01;01;CENTROS CULTURALES MUNICIPALES;N⁄MERO;3
001206;33401;02;07;ASISTENCIA POBLACI”N DEL DTO. CURSOS ACTIV. SOCIOC. Y RECR.;RATIO;75
001206;33401;02;06;SUFICIENCIA PLAZAS DE CURSOS DE ACTIVIDADES OFERTADAS;PORCENTAJE;75
001206;33401;02;05;MEDIA TRIMESTRAL ASISTENTES CURSOS DE ACTIV. SOCIOC Y RECR;RATIO;14
001206;33401;02;04;MEDIA TRIMESTRAL ASISTENTES CURSOS DE ACTV SOCIOC Y RECR;N⁄MERO;3848
001206;33401;02;03;HORAS DE CURSOS ACTIV SOCIOCULTURALES Y RECREATIVAS;HORAS;16000
001206;33401;02;02;CURSOS ACTIV SOCIOC Y RECR POR CENTRO CULTURAL MUNICIPAL;RATIO;137
001206;33401;02;01;CURSOS DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS;N⁄MERO;200
001206;33401;03;02;FESTEJOS REALIZADOS COLABORACI”N CON ASOCIAC. VECINALES;N⁄MERO;2
001206;33401;03;01;FIESTAS CELEBRADAS;N⁄MERO;5
001206;33401;04;01;SUPERFICIE DE CENTROS CULTURALES A REFORMAR;M2;200
001206;33401;04;02;INCIDENCIA DE LAS OBRAS DE REFORMA EN LOS C. CULTURALES;PORCENTAJE;20
001206;33401;05;01;MUJERES PARTICIPANTES EN ACTIVIDADES CULTURALES;N⁄MERO;56000
001206;34101;01;05;PLAZAS OCUPADAS EN EMPD (MEDIA MENSUAL);PORCENTAJE;75
001206;34101;01;04;PLAZAS OFERTADAS EN EMPD (MEDIA MENSUAL);N⁄MERO;350
001206;34101;01;03;DEPORTES OFERTADOS EN EMPD;N⁄MERO;6
001206;34101;01;02;CEIPs PARTICIPANTES EN EMPD;N⁄MERO;6
001206;34101;01;01;ESCUELAS MUNICIPALES DE PROMOCI”N DEPORTIVA (EMPD);N⁄MERO;16
001206;34101;02;08;PARTICIPANTES EN EVENTOS DEPORTIVOS ORGANIZADOS POR EL DISTRITO;N⁄MERO;5000
001206;34101;02;07;EVENTOS DEPORTIVOS DESARROLLADOS EN FIESTAS DEL DISTRITO;N⁄MERO;7
001206;34101;02;06;EVENTOS DEPORTIVOS ORGANIZADOS POR EL DISTRITO;N⁄MERO;6
001206;34101;02;05;EVENTOS DEPORTIVOS ORGANIZADOS POR EL DISTRITO-TOTAL;N⁄MERO;13
001206;34101;02;04;CATEGORÕAS OFERTADAS EN JDM;N⁄MERO;7
001206;34101;02;03;DEPORTES OFERTADOS EN JDM;N⁄MERO;4
001206;34101;02;02;EQUIPOS PARTICIPANTES EN JDM;N⁄MERO;94
001206;34101;02;01;JDM: JUGADORES/AS EN JUEGOS DEPORTIVOS MUNICIPALES;N⁄MERO;1380
001206;34101;03;06;HOMBRES PARTICIPANTES EN ACTIVIDADES DEPORTIVAS;N⁄MERO;2700
001206;34101;03;05;MUJERES PARTICIPANTES EN ACTIVIDADES DEPORTIVAS;N⁄MERO;2500
001206;34101;03;04;DEPORTES PRACTICADOS EN JDM - FEMENINOS O MIXTOS;N⁄MERO;4
001206;34101;03;03;EQUIPOS MIXTOS PARTICIPANTES EN JDM;N⁄MERO;4
001206;34101;03;02;EQUIPOS FEMENINOS PARTICIPANTES EN JDM;N⁄MERO;40
001206;34101;03;01;JDM: JUGADORAS EN JUEGOS DEPORTIVOS MUNICIPALES-MUJERES;N⁄MERO;500
001206;34201;01;28;INGRESOS PISCINA DE VERANO PASEO DE LA DIRECCI”N;EUROS;25000
