Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;1;100;91216;60900;2024/000057;2024/000057;BIENES PATRIMONIO HISTÓRICO ARTÍSTICO PRESIDENCIA DEL PLENO, PZA. DE LA VILLA, 4;201;CENTRO;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;14000;-14000;0;0;0;0;0;0;0;0
;;1;100;91216;60900;2024/000057;2024/020057;EDIFICIO PLAZA DE LA VILLA, 4. CUADROS RETRATOS DE REGIDORES DEL AYUNTAMIENTO DE MADRID;201;CENTRO;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;0;13200;13200;0;0;13200;13200;0;0;0
;;1;100;91216;61900;2024/000057;2024/000057;BIENES PATRIMONIO HISTÓRICO ARTÍSTICO PRESIDENCIA DEL PLENO, PZA. DE LA VILLA, 4;201;CENTRO;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;13000;-12752;248;248;0;0;0;0;0;0
;;1;100;91216;61900;2024/000057;2024/010057;EDIFICIO PLAZA DE LA VILLA, 4. RESTAURACIÓN DE LÁMPARAS, FAROLES Y OTROS BIENES;201;CENTRO;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;0;13552;13552;0;0;13552;13552;0;0;0
;;1;100;91230;62302;2024/000056;2024/000056;SERVICIOS SECRETARÍA GENERAL DEL PLENO. ELEMENTOS COMUNICACION Y TRANSCRIPCIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0
;;1;100;91230;62500;2024/000017;2024/000017;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000;0;4000;4000;0;0;0;0;0;0
;;1;100;91230;62599;2024/000017;2024/000017;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000;0;4000;4000;0;0;0;0;0;0
;;1;100;91230;62901;2024/000137;2024/000137;SECRETARIA GENERAL DEL PLENO. SEÑALIZACION;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0
;;1;100;91230;63600;2024/000056;2024/000056;SERVICIOS SECRETARÍA GENERAL DEL PLENO. ELEMENTOS COMUNICACION Y TRANSCRIPCIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000;0;5000;5000;0;0;0;0;0;0
;;1;100;91240;62500;2024/000055;2024/000055;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNCIPALES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000;0;5000;5000;0;0;0;0;0;0
;;1;100;91240;62599;2024/000055;2024/000055;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNCIPALES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000;0;4000;4000;0;0;0;0;0;0
;;1;100;91240;62901;2024/000135;2024/000135;SERVICIOS GRUPOS POLITICOS MUNICIPALES. SEÑALIZACION;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0
;;1;102;92012;62301;2024/000024;2024/000024;SERVICIOS COORDINACION GENERAL ALCALDIA. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;60000;0;60000;60000;0;0;0;0;0;0
;;1;102;92012;62302;2024/000018;2024/000018;EQUIPAMIENTO SERVICIOS DE COORDINACION GENERAL DE LA ALCALDIA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0
;;1;102;92012;62500;2024/000022;2024/000022;SERVICIOS COORDINACION GENERAL ALCALDIA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000;0;10000;8835,98;0;1164,02;1164,02;0;0;0
;;1;102;92012;62599;2024/000018;2024/000018;EQUIPAMIENTO SERVICIOS DE COORDINACION GENERAL DE LA ALCALDIA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;0;15000;10328,19;0;4671,81;4671,81;0;0;0
;;1;102;92012;63200;2024/000023;2024/000023;EDIFICIOS COORDINACION GENERAL DE LA ALCALDIA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;150000;0;150000;150000;0;0;0;0;0;0
;;1;102;92012;63301;2023/000026;2023/000026;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES DE SEGURIDAD Y OTRAS TÉCNICAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;7321;0;7321;0,5;0;7320,5;7320,5;7320,5;0;7320,5
;;1;102;92012;63301;2024/000024;2024/000024;SERVICIOS COORDINACION GENERAL ALCALDIA. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;7679;2000;9679;9679;0;0;0;0;0;0
;;1;102;92012;63400;2024/000025;2024/000025;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. VEHÍCULOS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;0;95000;95000;0;0;0;0;0;0
;;1;102;92012;63500;2024/000022;2024/000022;SERVICIOS COORDINACION GENERAL ALCALDIA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0
;;1;120;13000;62301;2024/001098;2024/001098;PARQUE DE BOMBEROS Nº 11. RESGUARDO EN PLATAFORMA ELEVADORA DE CARGA ZONA CUADRO DE MANDOS-BOTONERA;216;HORTALEZA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;450;450;26,5;0;423,5;423,5;0;0;0
;;1;120;13000;62302;2024/000046;2024/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;500;0;500;500;0;0;0;0;0;0
;;1;120;13000;62500;2024/000045;2024/000045;SERVICIOS ADMINISTRATIVOS VICEALCALDIA,PORTAVOZ,SEGURIDAD Y EMERGENCIAS. MOBILIARIO OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;0;15000;9931,79;0;5068,21;5068,21;0;0;0
;;1;120;13000;62599;2024/000046;2024/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;12000;-450;11550;11412,11;0;137,89;137,89;0;0;0
;;1;120;13000;63200;2021/000399;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;1391867;0;1391867;1297224,94;0;94642,06;94642,06;94642,06;0;94642,06
;;1;120;13000;63200;2021/000402;2021/000402;PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN;207;CHAMBERI;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;287423;0;287423;82205,1;0;205217,9;205217,9;93491,02;0;93491,02
;;1;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;995000;0;995000;462904,29;0;532095,71;532095,71;170558,31;0;170558,31
;;1;120;13000;63200;2022/000416;2022/000416;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). OBRAS DE REFORMA;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;289436;0;289436;289436;0;0;0;0;0;0
;;1;120;13000;63200;2022/000418;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;227547;0;227547;227547;0;0;0;0;0;0
;;1;120;13000;63200;2022/000424;2022/000424;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;54000;0;54000;17904,03;0;36095,97;36095,97;36095,97;0;36095,97
;;1;120;13000;63200;2022/001353;2022/001353;EDIFICIO SECCIÓN BANDA POLICÍA MUNICIPAL. REFORMA Y ACONDICIONAMIENTO EXTERIOR;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;45000;0;45000;10890,65;0;34109,35;34109,35;34109,35;0;34109,35
;;1;120;13000;63200;2022/001496;2022/001496;UNIDAD INTEGRAL POLICÍA CHAMBERÍ. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS;207;CHAMBERI;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;145000;0;145000;145000;0;0;0;0;0;0
;;1;120;13000;63200;2023/001041;2023/001041;EDIFICIO MADRID MASTER. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA DE EDIFICIOS;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;1419334;0;1419334;138667,53;0;1280666,47;1280666,47;174603,29;0;114169,6
;;1;120;13000;63200;2023/001333;2023/001333;PARQUE DE BOMBEROS Nº 5. REFORMA DEL CUERPO DELANTERO;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;2863950;0;2863950;324000,43;0;2539949,57;2539949,57;689000,16;0;689000,16
;;1;120;13000;63200;2023/001526;2023/001526;CENTRO INTEGRADO FORMACIÓN SEGURIDAD Y EMERGENCIAS. CONSERVACIÓN Y ACONDICIONAMIENTO INTERIOR;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;68005;0;68005;15000,35;0;53004,65;53004,65;41613,49;0;41613,49
;;1;120;13000;63200;2023/001530;2023/001530;PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS;208;FUENCARRAL-EL PARDO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;3428129;0;3428129;167373,25;0;3260755,75;3260755,75;374816,55;0;374816,55
;;1;120;13000;63200;2024/000347;2024/000347;OBRA REFORMA BASE 0 SAMUR. PLANTA BAJA Y PRIMERA DEL EDIFICIO 2.;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;500000;0;500000;500000;0;0;0;0;0;0
;;1;120;13000;63200;2024/001131;2024/001131;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). ADECUACIÓN SISTEMA DE DETECCIÓN DE INCENDIOS;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;126000;126000;126000;0;0;0;0;0;0
;;1;120;13000;63200;2024/001156;2024/001156;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE TETUÁN. ADECUACIÓN DE LA CLIMATIZACIÓN;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;200000;200000;200000;0;0;0;0;0;0
;;1;120;13001;62301;2024/000087;2024/000087;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;325000;0;325000;325000;0;0;0;0;0;0
;;1;120;13001;62302;2024/001095;2024/001095;OTRO EQUIPAMIENTO DEL CENTRO INTEGRAL FORMACIÓN SEGURIDAD Y EMERGENCIAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;900;900;900;0;0;0;0;0;0
;;1;120;13001;62599;2024/000101;2024/000101;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;1800;1800;1800;0;0;0;0;0;0
;;1;120;13001;62601;2024/000099;2024/000099;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS PARA PROCESO DE DATOS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;36300;0;36300;36300;0;0;0;0;0;0
;;1;120;13001;63599;2024/000101;2024/000101;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;18000;0;18000;18000;0;0;0;0;0;0
;;1;120;13001;63600;2024/000104;2024/000104;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;40000;0;40000;40000;0;0;0;0;0;0
;;1;120;13001;64100;2024/000105;2024/000105;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. APLICACIONES INFORMATICAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;3300;0;3300;3300;0;0;0;0;0;0
;;1;120;13201;62300;2024/001104;2024/001104;SERVICIOS POLICÍA MUNICIPAL. GENERADOR ELÉCTRICO PARA VEHÍCULO DE AVITUALLAMIENTO;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;10500;10500;10500;0;0;0;0;0;0
;;1;120;13201;62302;2024/000107;2024/000107;EQUIPACIÓN RESCATE INDIVIDUAL SECCION CANINA DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;500;0;500;500;0;0;0;0;0;0
;;1;120;13201;62400;2023/001490;2023/001490;SERVICIOS POLICÍA MUNICIPAL. VEHÍCULO DE AVITUALLAMIENTO Y APOYO LOGÍSTICO PARA GRANDES EVENTOS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;121000;0;121000;6050;0;114950;114950;0;0;0
;;1;120;13201;62400;2024/000109;2024/000109;VEHÍCULOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;3750000;0;3750000;3750000;0;0;0;0;0;0
;;1;120;13201;62500;2023/000365;2023/000365;UNIDADES INTEGRALES POLICÍA MUNICIPAL. TAQUILLAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;1288069;-1288065,76;3,24;3,24;0;0;0;0;0;0
;;1;120;13201;62500;2023/000365;2023/010365;UNIDAD ATESTADOS DE TRÁFICO CALLE PLOMO, 14. TAQUILLAS;202;ARGANZUELA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;418095,29;418095,29;0;0;418095,29;418095,29;215969,75;0;215969,75
;;1;120;13201;62500;2023/000365;2023/020365;UNIDAD INTEGRAL POLICÍA MUNICIPAL CHAMARTÍN. TAQUILLAS;205;CHAMARTIN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;212093,38;212093,38;0;0;212093,38;212093,38;0;0;0
;;1;120;13201;62500;2023/000365;2023/030365;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. TAQUILLAS;211;CARABANCHEL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;255841,09;255841,09;0;0;255841,09;255841,09;0;0;0
;;1;120;13201;62500;2023/000365;2023/040365;UNIDAD INTEGRAL POLICÍA MUNICIPAL CIUDAD LINEAL. TAQUILLAS;215;CIUDAD LINEAL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;228152,66;228152,66;0;0;228152,66;228152,66;0;0;0
;;1;120;13201;62500;2023/000365;2023/050365;UNIDAD INTEGRAL POLICÍA MUNICIPAL VILLA DE VALLECAS. TAQUILLAS;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;173883,34;173883,34;0;0;173883,34;173883,34;110753,72;0;110753,72
;;1;120;13201;62500;2024/000110;2024/000110;DEPENDENCIAS POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;384500;0;384500;384500;0;0;0;0;0;0
;;1;120;13201;62599;2023/000447;2023/000447;NUEVAS COMISARÍAS INTEGRALES DE LA POLICÍA MUNICIPAL. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;257,37;257,37;257,37;0;0;0;0;0;0
;;1;120;13201;62599;2023/000447;2023/010447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE CIUDAD LINEAL. OTRO MOBILIARIO Y ENSERES;215;CIUDAD LINEAL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;1439,9;1439,9;0;0;1439,9;1439,9;1439,9;0;1439,9
;;1;120;13201;62599;2023/000447;2023/020447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE CARABANCHEL. OTRO MOBILIARIO Y ENSERES;211;CARABANCHEL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;2057;2057;0;0;2057;2057;2057;0;2057
;;1;120;13201;62599;2023/000447;2023/040447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE VILLA DE VALLECAS. OTRO MOBILIARIO Y ENSERES;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9059,63;9059,63;0;0;9059,63;9059,63;2057;0;2057
;;1;120;13201;62599;2024/000111;2024/000111;EQUIPAMIENTO COMISARÍA DE EDUCACIÓN VIAL;214;MORATALAZ;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;18150;0;18150;18150;0;0;0;0;0;0
;;1;120;13201;62599;2024/000113;2024/000113;SERVICIOS POLICÍA MUNICIPAL. EQUIPOS Y SISTEMAS FRIO CALOR;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;34770;0;34770;34770;0;0;0;0;0;0
;;1;120;13201;62599;2024/000124;2024/000124;OTRO EQUIPAMIENTO DIVERSO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;3000;3000;3000;0;0;0;0;0;0
;;1;120;13201;62599;2024/000431;2024/000431;COMISARÍAS INTEGRALES DE POLICÍA MUNICIPAL. PERSIANAS VENECIANAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;41,5;41,5;41,5;0;0;0;0;0;0
;;1;120;13201;62599;2024/000431;2024/010431;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS. PERSIANAS VENECIANAS;213;PUENTE DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9029,79;9029,79;0;0;9029,79;9029,79;0;0;0
;;1;120;13201;62599;2024/000431;2024/020431;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE VILLA DE VALLECAS. PERSIANAS VENECIANAS;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9028,71;9028,71;0;0;9028,71;9028,71;0;0;0
;;1;120;13201;62599;2024/001105;2024/001105;EQUIPAMIENTO COMISARÍA DE COORDINACIÓN JUDICIAL DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;4000;4000;4000;0;0;0;0;0;0
;;1;120;13201;62599;2024/001165;2024/001165;NUEVO ALMACÉN DE VESTUARIO POLICÍA MUNICIPAL, C/REAL DE SAN VICENTE,8. ESTANTERÍAS PARA PALLETS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;48932,4;48932,4;48932,4;0;0;0;0;0;0
;;1;120;13201;62601;2023/001377;2023/001377;EQUIPOS PARA PROCESOS DE DATOS PARA LOS SERVICIOS DE POLICÍA MUNICIAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;53433,6;53433,6;0;0;53433,6;53433,6;53433,6;0;53433,6
;;1;120;13201;62601;2024/000117;2024/000117;EQUIPOS PARA TRATAMIENTO DE DATOS SERVICIOS POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;237451;307566,4;545017,4;522008,09;0;23009,31;23009,31;17605,5;0;17605,5
;;1;120;13201;62601;2024/000424;2024/000424;SALA DE PRENSA DEL GARAJE DE LA CALLE SACRAMENTO. EQUIPAMIENTO INFORMÁTICO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;50000;0;50000;50000;0;0;0;0;0;0
;;1;120;13201;62902;2024/000118;2024/000118;SERVICIOS POLICÍA MUNICIPAL. ADQUISICION DE SEMOVIENTES: PERROS Y CABALLOS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;36300;0;36300;36300;0;0;0;0;0;0
;;1;120;13201;62999;2023/000370;2023/000370;CÁMARAS VIDEOVIGILANCIA POLICÍA MUNICIPAL EN PLAZA ELÍPTICA. INSTALACIÓN;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;911043;-18029;893014;253462;0;639552;639552;0;0;0
;;1;120;13201;62999;2023/000372;2023/000372;CÁMARAS VIDEOVIGILANCIA POLICÍA MUNICIPAL EN PLAZA DOS DE MAYO. INSTALACIÓN;201;CENTRO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;632778;0;632778;204888,17;0;427889,83;427889,83;0;0;0
;;1;120;13201;62999;2024/000120;2024/000120;ETILÓMETROS Y ALCOHOLÍMETROS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;990000;0;990000;990000;0;0;0;0;0;0
;;1;120;13201;62999;2024/000124;2024/000124;OTRO EQUIPAMIENTO DIVERSO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;11000;0;11000;11000;0;0;0;0;0;0
